,user_id,asin,overall
87,A1R4TKO61USEOS,B000GHRZN2,5.0
88,A197CLD0RJRCIL,B000GHRZN2,5.0
89,AJ0JK1OW7RS5H,B000GHRZN2,5.0
90,A34SGUY6AK5SB1,B000GHRZN2,5.0
91,A2XFX199IEG6VT,B000GHRZN2,5.0
92,A2N7SARK4M4JWJ,B000GHRZN2,5.0
93,AITT9O1TQDT5L,B000GHRZN2,5.0
94,A35I6V5DNKJ86G,B000GHRZN2,1.0
95,A1YQ5E72DJSZHJ,B000GHRZN2,5.0
96,A37C5HK5BEVX8S,B000GHRZN2,5.0
97,A35005P9TLM9LN,B000GHRZN2,5.0
98,A1LVX62837JZB3,B000GHRZN2,5.0
99,A190EU3G5R01EF,B000GRM1X6,5.0
100,A2CW6LEP3GAPE3,B000HQ4P9O,5.0
101,A1W3CIWK2K0280,B000IUX7U2,5.0
102,A3JI06ZDN4446O,B000IUX7U2,5.0
103,AI757Z7LWG3AS,B000IUX7U2,5.0
104,A3LOAWGFIPZKY,B000IUX7U2,1.0
105,A1CI82L9N1079J,B000J3ROES,5.0
106,A3O5M5Q2S6I8YV,B000J3ROES,5.0
107,A3AI0RWJHC0SH3,B000J3ROES,5.0
108,A3TNNXVDFD6F3Z,B000J3ROES,1.0
109,A2BI2KUFG24ZFH,B000J3ROES,5.0
110,A368YZ6MVVRBWG,B000J3ROES,5.0
111,AV2CK67O57XEB,B000J3ROES,5.0
112,AIL0CUG6FEADV,B000J3ROES,5.0
113,A2UQZ6FEGE7ZIF,B000J3ROES,5.0
114,A2SG439J0QF73E,B000J3ROES,1.0
115,A221Q1MAZ8DA1E,B000J3ROES,1.0
116,A1WUJ7VXTAQFYC,B000J3ROES,5.0
117,A3R24TNI5DBC2U,B000J3ROES,5.0
118,A32Q47ZCQLW8PK,B000J3ROES,5.0
119,A1WCX6FC4L9HWG,B000J3ROES,5.0
120,A3BY9C0O1CF01K,B000JOOR7O,1.0
121,A3Y15MFKAKJR3,B000JOOR7O,1.0
122,A3Y15MFKAKJR3,B000JOOR7O,5.0
123,AQ4S11HQHAAQI,B000JOOR7O,5.0
124,AZZKYP9254H32,B000JOOR7O,5.0
125,A4EIUT4XAQ6TL,B000JOOR7O,5.0
126,A2BF00SSXNNPGA,B000JOOR7O,5.0
127,A2IUHY9QN3QM0B,B000JOOR7O,5.0
128,AY9GT87BPU3Q8,B000JOOR7O,5.0
129,A1FFQU01EI3GF4,B000JOOR7O,5.0
130,A1MY5D77UNWLI8,B000JOOR7O,5.0
131,A35RH5360OF5LI,B000JOOR7O,5.0
132,A3CJKSR64TYAL8,B000JOOR7O,5.0
133,ACYANSO2REKG6,B000JOOR7O,5.0
134,A1OKU3XC8YF5P6,B000JOOR7O,5.0
135,A3O5K9DXC0W0Z1,B000JOOR7O,5.0
136,A17EOTC7REOQKA,B000JOOR7O,5.0
137,A17EOTC7REOQKA,B000JOOR7O,5.0
138,A2KTTU0V64UAL6,B000JOOR7O,5.0
139,A7M2PR1AN8MQR,B000JOOR7O,5.0
140,A2LAZKE6APCL1F,B000K2PJ4K,5.0
141,A3CW025HVKSXVN,B000K2PJ4K,1.0
142,A2BLXXYEJTKBNI,B000K2PJ4K,5.0
143,AY1Q2XZOIYDF8,B000K2PJ4K,5.0
144,A1TD59BMFLIAX4,B000K2PJ4K,5.0
145,A20Q7MA30524QI,B000K2PJ4K,5.0
146,A1TD59BMFLIAX4,B000K2PJ4K,5.0
147,A1JC0BR1N8ZFSU,B000K2PJ4K,5.0
148,A27QAEYVW0V5FC,B000K2PJ4K,5.0
149,A27QAEYVW0V5FC,B000K2PJ4K,5.0
150,A27QAEYVW0V5FC,B000K2PJ4K,5.0
151,A1IJDQ9PPIGA3P,B000K2PJ4K,5.0
152,A1IJDQ9PPIGA3P,B000K2PJ4K,5.0
153,A1IJDQ9PPIGA3P,B000K2PJ4K,5.0
154,A1IJDQ9PPIGA3P,B000K2PJ4K,5.0
155,A39GNW9BXKLK0Q,B000K2PJ4K,5.0
156,A1HCDSYU84RSNV,B000K2PJ4K,5.0
157,A1HCDSYU84RSNV,B000K2PJ4K,5.0
158,A1HCDSYU84RSNV,B000K2PJ4K,5.0
159,A3JBOS2369RWAS,B000K2PJ4K,5.0
160,A3JBOS2369RWAS,B000K2PJ4K,5.0
161,A3JBOS2369RWAS,B000K2PJ4K,5.0
162,A3JBOS2369RWAS,B000K2PJ4K,5.0
163,A3I8S99J38ODC3,B000K2PJ4K,5.0
164,A3I8S99J38ODC3,B000K2PJ4K,5.0
165,AAIUGRAHGXVOA,B000K2PJ4K,5.0
166,A2PHU93HM4AIJ7,B000K2PJ4K,5.0
167,AI7FQJ9DUN6NB,B000K2PJ4K,5.0
168,AI7FQJ9DUN6NB,B000K2PJ4K,5.0
169,A1SXZLIQTGJ5RC,B000K2PJ4K,5.0
170,ALJ66O1Y6SLHA,B000K2PJ4K,5.0
171,ALJ66O1Y6SLHA,B000K2PJ4K,5.0
172,ALJ66O1Y6SLHA,B000K2PJ4K,5.0
173,ALJ66O1Y6SLHA,B000K2PJ4K,5.0
174,ALJ66O1Y6SLHA,B000K2PJ4K,5.0
175,A1C1NHT2ZZ5A4B,B000K2PJ4K,5.0
176,A1C1NHT2ZZ5A4B,B000K2PJ4K,5.0
177,A1C1NHT2ZZ5A4B,B000K2PJ4K,5.0
178,A1C1NHT2ZZ5A4B,B000K2PJ4K,5.0
179,AJ0321G4JS0KD,B000K2PJ4K,5.0
180,AJ0321G4JS0KD,B000K2PJ4K,5.0
181,A1NHKRTOASD10S,B000K2PJ4K,5.0
182,A1NHKRTOASD10S,B000K2PJ4K,5.0
183,A3A7EKSU4FQU7A,B000K2PJ4K,5.0
184,A3A7EKSU4FQU7A,B000K2PJ4K,5.0
185,A3A7EKSU4FQU7A,B000K2PJ4K,5.0
186,A1SXZLIQTGJ5RC,B000K2PJ4K,5.0
187,A163UW8X5LYDIM,B000K2PJ4K,5.0
188,A163UW8X5LYDIM,B000K2PJ4K,5.0
189,AM5DDQS5DHB6G,B000K2PJ4K,1.0
190,A3W11493KS6Z2L,B000K2PJ4K,1.0
191,A3W11493KS6Z2L,B000K2PJ4K,5.0
192,A3W11493KS6Z2L,B000K2PJ4K,5.0
193,A3W11493KS6Z2L,B000K2PJ4K,5.0
194,A3W11493KS6Z2L,B000K2PJ4K,1.0
195,A1SXZLIQTGJ5RC,B000K2PJ4K,5.0
196,A8HS4UNYYNZDA,B000K2PJ4K,5.0
197,A8HS4UNYYNZDA,B000K2PJ4K,5.0
198,A1ALCUX70AVFWB,B000K2PJ4K,5.0
199,A27QAEYVW0V5FC,B000K2PJ4K,5.0
200,ADCMBZPN5N9YA,B000K2PJ4K,5.0
201,A3I8S99J38ODC3,B000K2PJ4K,5.0
202,A3I8S99J38ODC3,B000K2PJ4K,5.0
203,A1UF8LF658016W,B000K2PJ4K,5.0
204,A1UF8LF658016W,B000K2PJ4K,5.0
205,A1UF8LF658016W,B000K2PJ4K,5.0
206,A1UF8LF658016W,B000K2PJ4K,5.0
207,A1P62PK6QVH8LV,B000K2PJ4K,5.0
208,A1KOQTZ00DDWPX,B000K2PJ4K,5.0
209,A1E1TANH91H8UV,B000K2PJ4K,5.0
210,A1E1TANH91H8UV,B000K2PJ4K,5.0
211,A1E1TANH91H8UV,B000K2PJ4K,5.0
212,A2T44XW4KJ4P8Q,B000K2PJ4K,5.0
213,A2T44XW4KJ4P8Q,B000K2PJ4K,5.0
214,A6ILLZ8Y16XZV,B000K2PJ4K,5.0
215,A6ILLZ8Y16XZV,B000K2PJ4K,5.0
216,A6ILLZ8Y16XZV,B000K2PJ4K,5.0
217,A6ILLZ8Y16XZV,B000K2PJ4K,5.0
218,A1JC0BR1N8ZFSU,B000K2PJ4K,5.0
219,A3IDT5LC91YJJU,B000K2PJ4K,1.0
220,A3IDT5LC91YJJU,B000K2PJ4K,1.0
221,A3IDT5LC91YJJU,B000K2PJ4K,1.0
222,A3IDT5LC91YJJU,B000K2PJ4K,1.0
223,AMQ1MEG334SAP,B000KBMJA8,1.0
224,A3CF7FLF2FZNK3,B000KKPX0C,5.0
225,A2EWGPZU71TPRT,B000KPIHQ4,1.0
226,A3HX4X3TIABWOV,B000KPIHQ4,1.0
227,AQI0JA29OCUXY,B000KPIHQ4,5.0
228,A2EEBXHNVJ67HC,B000KPIHQ4,5.0
229,AK4J1C3HVCG68,B000KPIHQ4,5.0
230,A1VBHLZ1PH8L9G,B000KPIHQ4,5.0
231,A17JMHW74YLUQ6,B000KPIHQ4,5.0
232,ANAYLGR90D426,B000KPIHQ4,5.0
233,A83MU6BZJYU0F,B000KPIHQ4,1.0
234,AFGGH4YX5U2R1,B000KPIHQ4,5.0
235,A26LZM6739834C,B000KPIHQ4,5.0
236,AP0DWHOZAF45R,B000KPIHQ4,1.0
237,A1JG7EJN82FBML,B000KPIHQ4,5.0
238,A1C8O9ACAFTYXK,B000KPIHQ4,5.0
239,AAND5JRAH0DVS,B000KPIHQ4,5.0
240,A1CCDHF6896B6B,B000KPIHQ4,5.0
241,A2YW85DXZGTRW2,B000KPIHQ4,5.0
242,A1H2WJSALF3E9U,B000KPIHQ4,5.0
243,A1WYWIBOHQZTF9,B000KPIHQ4,1.0
244,A11GPXEPJ06K5L,B000KPIHQ4,5.0
245,A34V50GVU3MYR5,B000KPIHQ4,5.0
246,AHCGVTFXWL8GO,B000KPIHQ4,1.0
247,AKAWPV482ODX8,B000KPIHQ4,5.0
248,A22ELK4G05Y24H,B000KPIHQ4,5.0
249,AW8UBYMNJ894V,B000KPIHQ4,1.0
250,A3RXC7OJ2Q7VR4,B000KPIHQ4,5.0
251,A2NMT8TP6SYVSS,B000KPIHQ4,5.0
252,A3BX4IQ1D85WAK,B000KPIHQ4,1.0
253,A19301DGULWNXU,B000KPIHQ4,5.0
254,A2EAQHW06YZA6,B000KPIHQ4,5.0
255,A3REJDGMZ1K6L8,B000KPIHQ4,5.0
256,A265UZVOZWTTXQ,B000KPIHQ4,5.0
257,AHCGVTFXWL8GO,B000KPIHQ4,5.0
258,A380RWQKYT5SNL,B000KPIHQ4,5.0
259,A300F02DSJ8BVG,B000KPIHQ4,5.0
260,AUAKC0QFJRW9C,B000KPIHQ4,5.0
261,AKTPLANUTRE1J,B000KPIHQ4,5.0
262,AKTPLANUTRE1J,B000KPIHQ4,5.0
263,AW8UBYMNJ894V,B000KPIHQ4,5.0
264,A8TFFN5FW1N3Z,B000KPIHQ4,5.0
265,AJ5CXEHYKZONP,B000KPIHQ4,5.0
266,A1NRKH0L3XB990,B000KPIHQ4,5.0
267,A38HZM4NTK2O21,B000KPIHQ4,5.0
268,AKAWPV482ODX8,B000KPIHQ4,5.0
269,A2W5TDNF8KEB36,B000KPIHQ4,5.0
270,A2Q6UWR5PBHTJS,B000KPIHQ4,5.0
271,A19301DGULWNXU,B000KPIHQ4,5.0
272,ALFM9Q6LNP6H5,B000KPIHQ4,5.0
273,A2ETS7LXQTK4JO,B000KPIHQ4,5.0
274,AUAKC0QFJRW9C,B000KPIHQ4,5.0
275,A3L65LU0YQNQ36,B000KPIHQ4,5.0
276,A265UZVOZWTTXQ,B000KPIHQ4,5.0
277,A2ETS7LXQTK4JO,B000KPIHQ4,5.0
278,A2EAQHW06YZA6,B000KPIHQ4,5.0
279,A2U5OSUXZ11LDN,B000KPIHQ4,5.0
280,A36PIUL1IQ8EQ8,B000KPIHQ4,5.0
281,ABALAJADFOOL2,B000KPIHQ4,5.0
282,A1Y6Y1F5E5G2EI,B000KPIHQ4,1.0
283,A2U5OSUXZ11LDN,B000KPIHQ4,5.0
284,A3LL0U6E3QK34A,B000KPIHQ4,5.0
285,A18WFBDYQ0TZDY,B000KPIHQ4,5.0
286,A340R2XTTRBFU,B000KPIHQ4,1.0
287,A1YAP371XWJC6L,B000KPIHQ4,5.0
288,AROLVNYA1SQCG,B000KPIHQ4,5.0
289,A1U7FW4FJADYJC,B000KPIHQ4,5.0
290,A38HZM4NTK2O21,B000KPIHQ4,5.0
291,AROLVNYA1SQCG,B000KPIHQ4,5.0
292,A1A4LFBIFIBHIA,B000KPIHQ4,5.0
293,A34V50GVU3MYR5,B000KPIHQ4,5.0
294,A2VVUFCR54J5D9,B000KPIHQ4,5.0
295,AVD169QP5TFN7,B000KPIHQ4,5.0
296,A22UZ83ZY8RN6I,B000KPIHQ4,5.0
297,A380RWQKYT5SNL,B000KPIHQ4,1.0
298,A2NOZW278YHA63,B000KPIHQ4,5.0
299,A2NOZW278YHA63,B000KPIHQ4,5.0
300,A1T81G8ZTMCZG2,B000KPIHQ4,5.0
301,A2VVUFCR54J5D9,B000KPIHQ4,5.0
302,A25ZV25QU3W0LK,B000KPIHQ4,5.0
303,A2UNFD0CNF8OO3,B000KPIHQ4,1.0
304,A1ZY3BAZ76DZOX,B000KPIHQ4,5.0
305,A24SP0ZEEUNF3Z,B000KPIHQ4,5.0
306,A3FFFIQD32IDNA,B000KPIHQ4,5.0
307,AW8UBYMNJ894V,B000KPIHQ4,5.0
308,A340R2XTTRBFU,B000KPIHQ4,5.0
309,A2FPRI0MBLLIAP,B000KPIHQ4,5.0
310,A3I8RRYVYU89MW,B000KPIHQ4,5.0
311,A1P6QTCSTHELP4,B000KPIHQ4,5.0
312,A2BGZ52M908MJY,B000KPIHQ4,5.0
313,AVD169QP5TFN7,B000KPIHQ4,5.0
314,A269CWBKC931M2,B000KPIHQ4,5.0
315,A26LZM6739834C,B000KPIHQ4,5.0
316,A3ITOPXTA6TKA7,B000KPIHQ4,5.0
317,A269CWBKC931M2,B000KPIHQ4,5.0
318,AJ5CXEHYKZONP,B000KPIHQ4,5.0
319,A1NRKH0L3XB990,B000KPIHQ4,5.0
320,A25ZV25QU3W0LK,B000KPIHQ4,5.0
321,A1JG7EJN82FBML,B000KPIHQ4,5.0
322,ANPWUK4DI59EF,B000KPIHQ4,5.0
323,A265UZVOZWTTXQ,B000KPIHQ4,5.0
324,A22ELK4G05Y24H,B000KPIHQ4,5.0
325,AC3CMNQ00IVVK,B000KPIHQ4,5.0
326,A2HGP48RRYBA54,B000KPIHQ4,5.0
327,A3U5Q0QAA49ZFQ,B000KPIHQ4,5.0
328,A2XLB0PQA8RGRQ,B000KPIHQ4,5.0
329,A2XLB0PQA8RGRQ,B000KPIHQ4,5.0
330,A3U5Q0QAA49ZFQ,B000KPIHQ4,5.0
331,A1C8O9ACAFTYXK,B000KPIHQ4,5.0
332,ADMGTO8ZRZWCC,B000KPIHQ4,5.0
333,ADMGTO8ZRZWCC,B000KPIHQ4,1.0
334,AAND5JRAH0DVS,B000KPIHQ4,5.0
335,A2FPRI0MBLLIAP,B000KPIHQ4,5.0
336,AC5RPG819HKKI,B000KPIHQ4,5.0
337,A22VBJO4O51U17,B000KPIHQ4,5.0
338,A3ITOPXTA6TKA7,B000KPIHQ4,5.0
339,A1Z5RFY5AYTSP9,B000KPIHQ4,5.0
340,A38RVHADJCQU7Q,B000KPIHQ4,5.0
341,A22UZ83ZY8RN6I,B000KPIHQ4,5.0
342,A3S0LSWAWYIIEY,B000KPIHQ4,5.0
343,A1Z5RFY5AYTSP9,B000KPIHQ4,5.0
344,A2HGP48RRYBA54,B000KPIHQ4,5.0
345,A1RF5YGGET0M8I,B000KPIHQ4,5.0
346,A1RF5YGGET0M8I,B000KPIHQ4,5.0
347,A2UWPPU5GZLMQZ,B000KPIHQ4,5.0
348,A3S0LSWAWYIIEY,B000KPIHQ4,5.0
349,A1CGV9B709QUY1,B000KPIHQ4,5.0
350,AC3CMNQ00IVVK,B000KPIHQ4,5.0
351,A27ULPK1RGCNU6,B000KPIHQ4,5.0
352,ALFM9Q6LNP6H5,B000KPIHQ4,5.0
353,ANPWUK4DI59EF,B000KPIHQ4,5.0
354,A3L65LU0YQNQ36,B000KPIHQ4,5.0
355,AMQ1MEG334SAP,B000KPIHQ4,5.0
356,A3AU3A28X6SGXU,B000KPIHQ4,5.0
357,A2TD1AHQKH1MDT,B000MQFSTU,5.0
358,A2A6XIRJHJU0NH,B000NBIMY2,5.0
359,A286HDXDTS0Y67,B000NBIMY2,5.0
360,AZ6IYBKAK0K2H,B000NBIMY2,1.0
361,A2E3CPG0OA9IRT,B000NBIMY2,5.0
362,A2UG0HBIYWYW2P,B000NBIMY2,5.0
363,A3KAETAZIYHQOB,B000NBIMY2,1.0
364,A1VJ7SIZTIUDVW,B000NBIMY2,5.0
365,ADTM58S9N4N99,B000NBIMY2,5.0
366,AQGGJMKB031I7,B000NBIMY2,5.0
367,A1KJ92LFQ1TADU,B000NBIMY2,1.0
368,A1OETRRUQMVW3L,B000NBIMY2,5.0
369,A1DAT3BLCS5CXP,B000NBIMY2,5.0
370,A2IQT5AFFXA1OM,B000NBIMG0,5.0
371,A33ZQAI5SUB533,B000NBIMY2,5.0
372,A3NWOZWTULPMWS,B000NBIMY2,5.0
373,A2QNF991DE54XO,B000NBIMY2,5.0
374,A1X6QM5ZM35K1H,B000NBIMY2,5.0
375,A658YZOJQBDOR,B000NBIMY2,5.0
376,A1DYXE3QLZH9ZS,B000NBIMY2,5.0
377,A1XNX5552E9IZG,B000NBIMY2,5.0
378,A3O5K9DXC0W0Z1,B000NBIMY2,5.0
379,A1WE1SSAWN210C,B000NBIMY2,1.0
380,A1XE84J5S24OKE,B000NBIMY2,5.0
381,A1F2RNML1Y3FGZ,B000NBIMY2,5.0
382,A29M4QQRHGOV76,B000NBIMY2,5.0
383,ACL9TJZ2QI2KE,B000NBIMY2,5.0
384,A1NI2FSJGPHE2Q,B000NBIMY2,1.0
385,A19KSQM6EVUSCL,B000NBIMY2,5.0
386,A35T0F87FVF49N,B000NBIMY2,5.0
387,A34WYDIFD9NG9Q,B000NBIMY2,5.0
388,A3CNRM11BHAR1A,B000NBIMY2,5.0
389,A1WCUGJ4KQP4HE,B000NBIMY2,1.0
390,A3VJPIC8FR4VQ,B000NBIMY2,5.0
391,AOSYYHRGHRAUQ,B000NBIMY2,5.0
392,A2HTKO92WROTK3,B000NBIMY2,5.0
393,A2MZO56HZXEUGU,B000NBIMY2,5.0
394,A2G7JLFILDP2JN,B000NBIMY2,5.0
395,A1741M74ULAT82,B000NBIMG0,5.0
396,A3U74SHEFSQRSB,B000NBIMY2,5.0
397,AB6RFEKOUU9AA,B000NBIMY2,5.0
398,A1KJC6DHHMHCII,B000NBIMY2,1.0
399,A3GBQ6L7DXXGLC,B000NBIMY2,5.0
400,A3AS3TRQ15467I,B000NBIMY2,5.0
401,A1UBPHXIWUDVE4,B000NBIMY2,1.0
402,A2I41D6YOK8083,B000NBIMY2,1.0
403,A23IE95OQGUGBO,B000NBIMY2,5.0
404,AQGGJMKB031I7,B000NBIMG0,5.0
405,A136XAHBZ3MNQJ,B000NBIMY2,5.0
406,A2Y1RL23YVNA8Y,B000NBIMY2,5.0
407,A1XS0LEU9U2G57,B000NBIMY2,5.0
408,A35HZ08YJDET76,B000NBIMY2,5.0
409,AXYRC9H742YVD,B000NBIMG0,5.0
410,A1IGAIAQBKBXRG,B000NBIMY2,5.0
411,A2POQ0QLRETTDA,B000NBIMY2,1.0
412,A2JTQ8GPCFW1A4,B000NBIMY2,1.0
413,A3CNRM11BHAR1A,B000NBIMY2,5.0
414,A3IY316DRNF5F2,B000NBIMY2,5.0
415,A1X6QM5ZM35K1H,B000NBIMG0,1.0
416,A3T5HQYFROXWT0,B000NBIMY2,5.0
417,A3GEYXLPVKKMF4,B000NBIMY2,5.0
418,A27IEB763L4GCZ,B000NBIMY2,1.0
419,A1QIG8RJL0KF1G,B000NBIMY2,5.0
420,AM7CCIQIWZOH5,B000NBIMY2,5.0
421,A2ROWSAAAPF5DP,B000NBIMY2,5.0
422,A29M4QQRHGOV76,B000NBIMG0,5.0
423,A3JBQ2WL5OKU5C,B000NBIMY2,5.0
424,A1NI2FSJGPHE2Q,B000NBIMG0,1.0
425,AIAU1UOFGCV1M,B000NBIMG0,5.0
426,ASG4O0QDVG5KR,B000NBIMY2,5.0
427,AXYRC9H742YVD,B000NBIMY2,5.0
428,A39QEX90QRTSKJ,B000NBIMG0,5.0
429,A3AW2ZG0GP4SKN,B000NBIMY2,1.0
430,A1SSQ3QDDOFV13,B000NBIMY2,1.0
431,A2HTKO92WROTK3,B000NBIMG0,5.0
432,A2I41D6YOK8083,B000NBIMG0,1.0
433,A34WYDIFD9NG9Q,B000NBIMG0,5.0
434,A2XCP5N2CSHZ9T,B000NGJ41W,5.0
435,A2MWB3Z94FOP88,B000NGJ41W,5.0
436,A22XR946XXHR8S,B000NGJ41W,5.0
437,A14RFKCNCNJBCV,B000NGJ41W,5.0
438,A6Q1DGH8MKGN8,B000NGJ41W,1.0
439,A2HU80UISCZCZJ,B000NGJ41W,5.0
440,A37X8JQQGEVIA,B000NGJ41W,5.0
441,A2T2ZJ8NQ7PP5J,B000NGJ41W,5.0
442,ACTY7Y3E7RD5M,B000NGJ41W,5.0
443,AFIMAE5HDD5AK,B000NGJ41W,5.0
444,AU2NIH4ZUC6ZQ,B000NGMOT6,1.0
445,A2W5RZZA7XU2E9,B000NGMOT6,5.0
446,AN2EMLCCR4XPN,B000NJE4DW,5.0
447,AR9UZOKWN9QXT,B000O9W6JK,5.0
448,AAGCD8OYUHATL,B000OI56VG,5.0
449,A2929JFIXCXS97,B000P0X15G,1.0
450,A21XXX6UBQNIGB,B000P0X15G,5.0
451,A32X4WE3QD3HXX,B000P0X15G,5.0
452,AP3F08PKII6DD,B000P0X15G,5.0
453,A26I6H6YXWIAMG,B000P0X15G,5.0
454,A3S4PCN2B0YW8L,B000P0X15G,5.0
455,A34DUD7M96947B,B000P0X15G,5.0
456,A1DXD365XJ8CJZ,B000P0X15G,5.0
457,A3UJBNMYYL3C89,B000P0X15G,5.0
458,AFGGH4YX5U2R1,B000P0X15G,5.0
459,A11UUEUTPI6I88,B000P0X15G,5.0
460,AKPTF9VJLGK7L,B000P0X15G,1.0
461,A25YKXZGSICBLD,B000P0X15G,5.0
462,ATZPXL8QGWV6T,B000P0X15G,5.0
463,A1DJDDPJP6THC1,B000P0X15G,5.0
464,A2K73PMM1ML9XP,B000P0X15G,5.0
465,A3RF3E3RX5ETL1,B000P0X15G,5.0
466,AZVLBP2MJZRM8,B000P0X15G,5.0
467,ADKOHQUK0PODR,B000P0X15G,5.0
468,AVW9P34UG7XSM,B000P0X15G,5.0
469,A2ZN3Z5U9TV4C,B000P0X15G,5.0
470,A3W3J1JDSA02M9,B000P0X15G,5.0
471,A1VIDRCFMFIUUE,B000P0X15G,5.0
472,A3O8QCZVMHDL7M,B000P0X15G,5.0
473,A91TAIIM4ZB1I,B000P0X15G,5.0
474,A3H0U6R2O663N2,B000P0X15G,5.0
475,A35QINU5XOQBCV,B000P0X15G,5.0
476,A39OXBA3AA8KQH,B000P0X15G,5.0
