user_id,asin,overall
AQ4S11HQHAAQI,2077,5.0
A2BF00SSXNNPGA,2077,5.0
A1OKU3XC8YF5P6,2077,5.0
A3O5K9DXC0W0Z1,2077,5.0
A17EOTC7REOQKA,2077,5.0
A17EOTC7REOQKA,2077,5.0
A2KTTU0V64UAL6,2077,5.0
A7M2PR1AN8MQR,2077,5.0
A2LAZKE6APCL1F,2099,4.0
A2BLXXYEJTKBNI,2099,4.0
AY1Q2XZOIYDF8,2099,5.0
A20Q7MA30524QI,2099,5.0
A1JC0BR1N8ZFSU,2099,5.0
A27QAEYVW0V5FC,2099,5.0
A27QAEYVW0V5FC,2099,5.0
A27QAEYVW0V5FC,2099,5.0
A1IJDQ9PPIGA3P,2099,5.0
A1IJDQ9PPIGA3P,2099,4.0
A1IJDQ9PPIGA3P,2099,5.0
A1IJDQ9PPIGA3P,2099,5.0
A39GNW9BXKLK0Q,2099,5.0
A1HCDSYU84RSNV,2099,5.0
A1HCDSYU84RSNV,2099,5.0
A1HCDSYU84RSNV,2099,5.0
A3JBOS2369RWAS,2099,5.0
A3JBOS2369RWAS,2099,5.0
A3JBOS2369RWAS,2099,5.0
A3JBOS2369RWAS,2099,5.0
A3I8S99J38ODC3,2099,5.0
A3I8S99J38ODC3,2099,5.0
AAIUGRAHGXVOA,2099,5.0
A1SXZLIQTGJ5RC,2099,4.0
ALJ66O1Y6SLHA,2099,5.0
ALJ66O1Y6SLHA,2099,5.0
ALJ66O1Y6SLHA,2099,5.0
ALJ66O1Y6SLHA,2099,5.0
ALJ66O1Y6SLHA,2099,5.0
A1C1NHT2ZZ5A4B,2099,5.0
A1C1NHT2ZZ5A4B,2099,5.0
A1C1NHT2ZZ5A4B,2099,4.0
A1C1NHT2ZZ5A4B,2099,4.0
AJ0321G4JS0KD,2099,5.0
AJ0321G4JS0KD,2099,5.0
A3A7EKSU4FQU7A,2099,5.0
A3A7EKSU4FQU7A,2099,5.0
A3A7EKSU4FQU7A,2099,5.0
A1SXZLIQTGJ5RC,2099,4.0
A163UW8X5LYDIM,2099,5.0
A163UW8X5LYDIM,2099,5.0
AM5DDQS5DHB6G,2099,1.0
A3W11493KS6Z2L,2099,3.0
A3W11493KS6Z2L,2099,5.0
A3W11493KS6Z2L,2099,5.0
A3W11493KS6Z2L,2099,5.0
A3W11493KS6Z2L,2099,3.0
A1SXZLIQTGJ5RC,2099,5.0
A8HS4UNYYNZDA,2099,5.0
A8HS4UNYYNZDA,2099,5.0
A27QAEYVW0V5FC,2099,5.0
ADCMBZPN5N9YA,2099,5.0
A3I8S99J38ODC3,2099,5.0
A3I8S99J38ODC3,2099,5.0
A1UF8LF658016W,2099,5.0
A1UF8LF658016W,2099,5.0
A1UF8LF658016W,2099,5.0
A1UF8LF658016W,2099,5.0
A1P62PK6QVH8LV,2099,4.0
A1E1TANH91H8UV,2099,4.0
A1E1TANH91H8UV,2099,4.0
A1E1TANH91H8UV,2099,4.0
A6ILLZ8Y16XZV,2099,4.0
A6ILLZ8Y16XZV,2099,4.0
A6ILLZ8Y16XZV,2099,4.0
A6ILLZ8Y16XZV,2099,4.0
A1JC0BR1N8ZFSU,2099,5.0
A3IDT5LC91YJJU,2099,1.0
A3IDT5LC91YJJU,2099,1.0
A3IDT5LC91YJJU,2099,1.0
A3IDT5LC91YJJU,2099,1.0
A2EWGPZU71TPRT,2209,1.0
ANAYLGR90D426,2209,5.0
A1H2WJSALF3E9U,2209,5.0
AW8UBYMNJ894V,2209,2.0
AW8UBYMNJ894V,2209,5.0
A1Y6Y1F5E5G2EI,2209,3.0
A1YAP371XWJC6L,2209,4.0
A22UZ83ZY8RN6I,2209,5.0
AW8UBYMNJ894V,2209,5.0
A22UZ83ZY8RN6I,2209,5.0
A27ULPK1RGCNU6,2209,4.0
A2TD1AHQKH1MDT,2413,5.0
A286HDXDTS0Y67,2454,5.0
AZ6IYBKAK0K2H,2454,2.0
A2UG0HBIYWYW2P,2454,5.0
A3KAETAZIYHQOB,2454,1.0
A1VJ7SIZTIUDVW,2454,5.0
ADTM58S9N4N99,2454,5.0
AQGGJMKB031I7,2454,5.0
A1OETRRUQMVW3L,2454,5.0
A1DAT3BLCS5CXP,2454,4.0
A2IQT5AFFXA1OM,2453,5.0
A33ZQAI5SUB533,2454,5.0
A2QNF991DE54XO,2454,5.0
A1X6QM5ZM35K1H,2454,4.0
A658YZOJQBDOR,2454,5.0
A1DYXE3QLZH9ZS,2454,5.0
A1XNX5552E9IZG,2454,5.0
A3O5K9DXC0W0Z1,2454,5.0
A1WE1SSAWN210C,2454,2.0
A1XE84J5S24OKE,2454,5.0
A1F2RNML1Y3FGZ,2454,4.0
A29M4QQRHGOV76,2454,5.0
ACL9TJZ2QI2KE,2454,5.0
A1NI2FSJGPHE2Q,2454,2.0
A19KSQM6EVUSCL,2454,5.0
A34WYDIFD9NG9Q,2454,4.0
A3CNRM11BHAR1A,2454,5.0
A1WCUGJ4KQP4HE,2454,3.0
A2HTKO92WROTK3,2454,5.0
A2MZO56HZXEUGU,2454,5.0
A2G7JLFILDP2JN,2454,4.0
A3U74SHEFSQRSB,2454,4.0
AB6RFEKOUU9AA,2454,5.0
A3GBQ6L7DXXGLC,2454,5.0
A3AS3TRQ15467I,2454,4.0
A1UBPHXIWUDVE4,2454,2.0
A2I41D6YOK8083,2454,1.0
A23IE95OQGUGBO,2454,5.0
AQGGJMKB031I7,2453,5.0
A136XAHBZ3MNQJ,2454,4.0
A2Y1RL23YVNA8Y,2454,5.0
A1XS0LEU9U2G57,2454,4.0
A35HZ08YJDET76,2454,5.0
AXYRC9H742YVD,2453,5.0
A1IGAIAQBKBXRG,2454,4.0
A2POQ0QLRETTDA,2454,3.0
A2JTQ8GPCFW1A4,2454,2.0
A3CNRM11BHAR1A,2454,5.0
A3IY316DRNF5F2,2454,4.0
A1X6QM5ZM35K1H,2453,3.0
A3T5HQYFROXWT0,2454,4.0
A3GEYXLPVKKMF4,2454,5.0
A1QIG8RJL0KF1G,2454,5.0
AM7CCIQIWZOH5,2454,4.0
A2ROWSAAAPF5DP,2454,5.0
A29M4QQRHGOV76,2453,5.0
A3JBQ2WL5OKU5C,2454,5.0
A1NI2FSJGPHE2Q,2453,2.0
AXYRC9H742YVD,2454,5.0
A39QEX90QRTSKJ,2453,5.0
A3AW2ZG0GP4SKN,2454,1.0
A2HTKO92WROTK3,2453,5.0
A2I41D6YOK8083,2453,1.0
A34WYDIFD9NG9Q,2453,5.0
A2XCP5N2CSHZ9T,2463,5.0
A2MWB3Z94FOP88,2463,5.0
A6Q1DGH8MKGN8,2463,3.0
A2HU80UISCZCZJ,2463,5.0
A37X8JQQGEVIA,2463,5.0
A2T2ZJ8NQ7PP5J,2463,5.0
A2W5RZZA7XU2E9,2464,4.0
AN2EMLCCR4XPN,2481,5.0
AR9UZOKWN9QXT,2537,5.0
AAGCD8OYUHATL,2548,5.0
A26I6H6YXWIAMG,2572,5.0
AKPTF9VJLGK7L,2572,1.0
AVW9P34UG7XSM,2572,5.0
A2ZN3Z5U9TV4C,2572,4.0
A3DC74MZ4TOY8C,2572,5.0
A2UNJOHMSNMVQ0,2572,5.0
A1KPFFU7NOVNCY,2572,4.0
A3SH8DL9RJGT7C,2572,5.0
A1EJXPJ9X4YRYB,2572,5.0
ALUMQ25DUK42C,2572,5.0
A1XKQX71GJASJR,2572,5.0
A3NQFZIPITICVV,2572,5.0
A3F9I66O807RYF,2572,5.0
A1HCFV13JYZ9JY,2610,4.0
A266UM47IH41TG,2610,5.0
AKPTF9VJLGK7L,2610,1.0
A2ZN3Z5U9TV4C,2610,4.0
A3HY76DS3KN7AY,2610,5.0
A1P7MSHX6RLTSW,2610,5.0
A3RTBSJWO4HT13,2610,4.0
A2JK2F69GDATO0,2610,5.0
A3SH8DL9RJGT7C,2610,5.0
A3VFUTOMB2V8MY,2610,5.0
A19V3LEFP27YNK,2610,5.0
A19V3LEFP27YNK,2610,5.0
AP3VZDRR6FXDE,2627,5.0
A1JUWYT3R0Y7ZP,2628,5.0
ARP7B7O5VHORU,2625,5.0
A27ULPK1RGCNU6,2625,4.0
A2M1IZTVL7TMC0,2626,5.0
A17D2CT8TAPMSG,2635,5.0
AJG5QF3URRT9P,2635,5.0
A17D2CT8TAPMSG,2636,5.0
A1B1NRB23SZLJA,2694,4.0
A1LZPBY2COXGC4,2694,5.0
A21A9NJM5Q202K,2868,5.0
A375CATKKI6QB7,2871,4.0
A3D1FW2E4EM47P,2889,5.0
A2S2DRBGEEX4HA,2889,4.0
A1XTPZJGR8KEYN,2889,5.0
A1XTPZJGR8KEYN,2889,5.0
A1EVDWA956XRJW,2932,5.0
A2PE6106UP4ENI,2978,4.0
A1WNN354EEXRQF,3017,5.0
A28I6ZRNQ9ZMIA,3017,4.0
A2K608FPLXSGGW,3020,5.0
A1YYSWBMIOZO14,3020,5.0
A1UOOLK7AJ4V1L,3082,5.0
A9SN4C3V33P6B,3082,5.0
AO3Q56KYJP3GM,3082,4.0
A21A9NJM5Q202K,3082,5.0
A17BMTK1B2J4LO,3082,5.0
A8JSO19PO6E2H,3099,5.0
A2K87NNS3ZTQE0,3099,5.0
A2K87NNS3ZTQE0,3099,5.0
A3S91X4GWOXKIG,3099,5.0
A8JSO19PO6E2H,3099,5.0
ADLO6KBZX2SHU,3117,5.0
A260W1ACP3DIRI,3117,3.0
A3T8QZ0A49I60V,3119,5.0
A1RINJTWHNC7E5,3119,5.0
A394FIYOOFOMVG,3134,3.0
A394FIYOOFOMVG,3134,3.0
A2OIH80855KDEF,3134,5.0
A2NOY4W34403J3,3134,5.0
ATM8R3DN87IY9,3143,5.0
AFTTWTQQ3GZMB,3143,5.0
A20NZC5LTII9E7,3143,5.0
A15GBX9YEGE606,3143,3.0
A2IBMPI3KPBMBB,3143,5.0
AIP6PXA74WH6U,3143,5.0
A3HCC86WY2NKKZ,3143,5.0
A3RPQJDLG0JXVT,3143,4.0
A2DU65A4MVEBN2,3143,5.0
AYGKFN059NDAV,3143,5.0
A1J2YIPCE9PHCQ,3143,3.0
A1E2P7T4IPPOFQ,3143,3.0
A11DP6YZV0KWM9,3143,1.0
A2OUR11OYMXZ7O,3143,3.0
A12H2XLJ8Y9O91,3143,5.0
A39T9IKBHB2MCP,3143,5.0
AT2ZML3RUXSWI,3143,3.0
A4O7Y3RNVO3UP,3143,2.0
A31DTUFEX5ZAW5,3143,3.0
A0813066D2W6LAAKNHC6,3143,5.0
A7F6JGWTLNO2B,3143,5.0
A3DXMM1GJ7HXV,3143,4.0
A2F6U9FVVQ0L85,3143,5.0
A10TQODHSDP3UK,3147,5.0
A1QFMHVKRY6C6S,3147,1.0
A2ZZIF3OK8L0FH,3147,5.0
A33XTCEQ5TYHCL,3147,1.0
A2VGZ9O3I8SAAD,3147,5.0
A10A8WGMNIG4QT,3147,2.0
A1B6U7GF17QCW0,3147,1.0
A1A8KFAUEZLFU5,3147,4.0
A1K665OOJLS27Z,3147,5.0
A2HGDYMI9WW3CO,3147,4.0
ACYT8KA2HVMXJ,3147,4.0
A2UWYF33FPMV35,3147,5.0
A7PZHF19VLX3T,3147,3.0
A3OVHOE7B2USBN,3147,5.0
AVP8CE5YNN60U,3147,3.0
A3IYXGZKZAMA1M,3147,5.0
A340KA949U3HEO,3147,4.0
A13LI7FAIUGXUJ,3147,1.0
A21LINF5H3XNPC,3147,2.0
A1HU7LW8I6E4LO,3147,5.0
A9RHBK5KL7R65,3147,3.0
A103C27K9809SA,3147,4.0
A3RFFH8T76YLSK,3147,5.0
A17Z5AY0PEREGA,3147,3.0
A1A37EPZG3BRX,3147,4.0
A161TBH70HH481,3147,2.0
AJGQGM602L80G,3147,4.0
A7QRB6FB24X3Y,3147,5.0
ABYY774UKHV0X,3147,3.0
A348V427DBCOQW,3147,5.0
A7YKVYP660NEZ,3147,3.0
ALNLWHH32T5TC,3147,5.0
A3IJ9KRTUTD3LP,3147,4.0
A1Y3ATS9L50XBY,3147,3.0
A17390LPSQH9BI,3147,4.0
A25RRYMKX9Z390,3147,4.0
A1OPVPXVN95AB9,3147,1.0
A3AK2UFQDEKDDY,3147,5.0
A12LLBAP9TCKZW,3147,4.0
A3M2BB2W53FXP5,3147,4.0
A3AMOT8LJLCLHK,3147,5.0
AJBBANAK679YJ,3147,2.0
A17TPSXDNX562M,3147,5.0
A1253W8VAZYF8E,3147,4.0
A1HE5T91PDWJ17,3147,3.0
AVPJ1OHK4O52F,3147,4.0
AVQKWL5T17O4Q,3147,1.0
A1RB6YO0GY5GSQ,3147,5.0
A1SGA5C1VWW9EL,3147,3.0
A3P68S1EF4GEH9,3147,5.0
AMYDUSYO1DL51,3147,3.0
A2AMQYD65XR0ET,3147,5.0
A12H947866DISU,3147,3.0
A3V1DL58DGNXPX,3147,5.0
A35J01GAUI7IKH,3147,2.0
A1Q5PI3L3LPZYS,3147,1.0
A1HKZB0Q1XZM8S,3147,5.0
A13I58QAXWLLW,3147,5.0
A3L43C05Z91IOU,3147,4.0
A1S1I2GFPMHG68,3147,5.0
AVDRYXR1EGTNG,3147,3.0
A1XTSQE5M29AJU,3147,4.0
AW7JNT3VJ8DJC,3147,4.0
A3KE7AVS9KUD96,3147,3.0
ANWCOVIIF9ASL,3147,3.0
A2S7EP7UBY57MY,3147,4.0
A47N2CM9BJJAE,3147,1.0
A3NYJSMPJF3LBL,3147,4.0
A3D1MDZSZPDBAQ,3147,4.0
A1BB26OLJYMGYL,3147,5.0
A1KD517X159WVW,3147,5.0
AOA98DNOIPBZG,3147,3.0
A3M4585QX41MQX,3147,5.0
A3GFYNNGKPKM70,3147,5.0
AJ1EAFVK9A6M4,3147,3.0
ABMRHJG1YJLEX,3147,4.0
AXEWJ6XNENEN4,3147,5.0
ALOJ2BR77EKOM,3147,5.0
A26O1LGJQHNRXE,3147,3.0
ABIKVR5J6EBUE,3147,4.0
A32AC691PFZ4BP,3147,3.0
A3MTHJQ0D5J6M0,3147,2.0
A3SHHD31U825W9,3147,3.0
A38C3YZNA3TF35,3147,5.0
A2M50I6I2IWKRB,3147,3.0
A2N651EDWF6B0S,3147,3.0
A83DUWVH106NH,3147,3.0
A31VLCVLZEZAGI,3147,3.0
A3A5ZNHI0Q8CQD,3147,5.0
APCGAG6UXR748,3147,4.0
A377IKGTXE5SVG,3147,5.0
A3AV9CIXZBP51B,3147,4.0
A1JJQ7BRVBN7V6,3147,4.0
A1XHJTKMJGZ17R,3147,5.0
A28RXZ85BZ70GT,3147,4.0
A3QQMYE7FH084U,3147,5.0
A1WRCUPRCL1H28,3147,4.0
ADNI95EEVUUZF,3147,5.0
ANFVUEIE391B1,3147,5.0
A3NTJRYHSFQAFZ,3147,5.0
A2TT5P9CNBNL6W,3147,1.0
A33M6ETL5OBCBO,3147,2.0
AVW869C65LUSD,3147,5.0
AE5JLHHO293HZ,3147,3.0
A3EQXO5D6R31LY,3147,3.0
A1KPVRW3QEUOQZ,3147,5.0
A3OI8OULGMSXDL,3147,5.0
A2ORNLUNQH91XA,3147,4.0
A18YLZFQX2B4DZ,3147,3.0
A2R46OTXEKEQXU,3147,3.0
A26V8KYPBNZLRH,3147,4.0
A2WD0B1PNL4OWT,3147,4.0
A4YZ0YQIJ7BDG,3147,1.0
A1A3G9EIZ63NQP,3147,4.0
A203YJEBB2LWNG,3147,5.0
ALNZ7LM6CMXXK,3147,5.0
A2AX4R6TWPS7CI,3147,5.0
AOAL0CJQGYPL4,3147,5.0
A2UHQK7J3YQOSV,3147,5.0
A3VT73YLAJLN11,3147,2.0
A26AD1992NSMVB,3147,4.0
A2BLOJCXJLTQAN,3147,1.0
AR7RHVU6SOKW3,3147,2.0
A11SVPD2GQNIDO,3147,1.0
A383HA5MPNFW0T,3147,4.0
A3QD6X7I294VSG,3147,5.0
A1MCRQEK7OVQ3I,3147,5.0
AR5JFIRMVKSDW,3147,5.0
A1YVUUHT093E0K,3147,5.0
A1EUVCM8MJCNKV,3147,3.0
A3IJBECSLVWAPP,3147,5.0
A8SDBKMEMPBGF,3147,4.0
AYMLAHF6XNEN6,3147,5.0
A1JGE2L79R3AQ5,3147,2.0
A29SYIJ1AYPC6S,3147,5.0
A9ENCHQWKQQNC,3147,4.0
AWRHAMEO9EK6X,3147,4.0
A326A45JJ9R1LV,3147,3.0
A80S3K5ZCLQ7I,3147,4.0
ATOIJB3XZ0RKK,3147,5.0
A2RJ5V1Q7RYXET,3147,4.0
A21TFG4HNPK645,3147,5.0
A3MY6CAI6HN52K,3147,5.0
A287FRSPJRWZ3F,3147,4.0
A3LJR1YU20Y0AK,3147,5.0
A2A8UE3UWOU25X,3147,1.0
A6497I25O6ORY,3147,3.0
A1CAVMNYC0U73L,3147,5.0
A21788U55BETSQ,3147,4.0
A2A9EGPU2FRLJ3,3147,3.0
AAADZ3U8FWBRP,3147,5.0
A17PE3HXXWBWN4,3147,4.0
A19YZW73065CIF,3147,4.0
A20OU69KOKQNZ3,3147,5.0
A2YH2G5NOQJEBM,3147,5.0
A1DQHTV6ZEQS16,3147,5.0
A2K4M352NBETYU,3147,4.0
A1UNC1JOK09ELZ,3147,5.0
A26E4RNI6FJGRP,3147,5.0
A3Q6LX6DKWTSFJ,3147,5.0
A2SLKVM9PMAK1I,3147,4.0
A1ZO16II9D54WL,3147,3.0
A3NR8GLEVO5HF8,3147,4.0
AWEDTNPCMINUV,3147,5.0
A2A4F87NW2HPP1,3147,3.0
A3DYPZ6L50TF8Q,3147,5.0
A1J66ZGXLSRRVA,3147,4.0
A1OFDBQVG8ETGI,3147,1.0
A2RV3SU7PFPW0Q,3147,5.0
AX85OVW2LWVEL,3147,5.0
A2G13FEL42WLSW,3147,1.0
A2TSF5O7JASRPD,3147,5.0
A141GCGJQ8QA8T,3147,5.0
A3CBC0H85KA0UN,3147,5.0
A29O1WJUADBUOE,3147,5.0
A1YK4M3V25S706,3147,5.0
A1Y3ZD25ZO1C84,3147,3.0
A39W6KJ05LIKDU,3147,5.0
A1RCUSEK5CAB29,3147,2.0
A3QAVUXER41IF7,3147,4.0
A30U0UP2VWA158,3147,5.0
A2OG81WBR1Q4BI,3147,1.0
A1CHQS01OES0S5,3147,3.0
A3QY3THQ42WSCQ,3147,1.0
A3H4OWQ9R0DR9Z,3147,5.0
ACLHXXO2BZ2KP,3147,3.0
A2F28I5NX8C5C1,3147,4.0
AMLGEIRTIGCSY,3147,3.0
A3MIZQARBPBPXY,3147,4.0
A2M9FB4OA2126J,3147,4.0
A3R826I8WTEQW4,3147,3.0
A14ZQP97IWVNA7,3147,5.0
A375V4MXWDJHIK,3147,4.0
A3NZL5673IC2ZR,3147,5.0
A8I8YU7XFHSED,3147,1.0
A3OE389QZ9WOL7,3147,4.0
A3SQ9Y9JQKT2QU,3147,3.0
A1DCUETTXJ7XYR,3147,5.0
A288NX604S1ORW,3147,5.0
A24S2K1Z8EOOGK,3147,3.0
A2EL2PU3KEMON1,3147,2.0
A34F5X10LYX1O6,3147,5.0
A2XZWR25VMLGHM,3147,5.0
A3CCJ0JNVUZX95,3147,1.0
A39O7M7G86PR5,3147,5.0
AVPWRVYD2AI8T,3147,1.0
A1X6K7HZ9YIWE4,3147,2.0
A2YQ4MH3B7PUUQ,3147,5.0
A2QGMSMZX45XWU,3147,3.0
A15N9Q9CR92XGV,3147,5.0
AJQCQCQYSS3IL,3147,4.0
A2Y26N256WSSA5,3147,5.0
A13FN1K33YA1TO,3147,5.0
A1P1QKTVSRZT86,3147,3.0
AMLLS4BZKXFR7,3147,3.0
A1TNTDT3ODFYET,3147,4.0
A2OXAJ1ZH8C2KW,3147,3.0
A3EFZTFNIM6M9,3147,5.0
A2TKLP5KS0SSIV,3147,4.0
A1506YEG1KDT9O,3147,5.0
A2SOT73IVIXWZL,3147,3.0
A386RKP602UKTT,3147,4.0
A8Z8EIB1ZXMKN,3147,5.0
AW8YZASJMXYO6,3147,5.0
A3TJ8R06HC7Y8O,3147,3.0
A3UFUB8DY24U6R,3147,3.0
AQE8Z2RDA9HAA,3147,5.0
A3GFTAVTSNKF0I,3147,3.0
ABFK608RCQIPD,3147,2.0
ACYRK8AQYRROU,3147,3.0
A2ET1295KH2I43,3147,4.0
A27Q6WIMADI3TY,3147,5.0
A3PT11T2P1Z6MV,3147,4.0
A3PNSXVSOWV8S8,3147,5.0
A2PZTXY2NN9QGF,3147,4.0
A2HIGN0FTUAPPM,3147,4.0
A3FCPHNU5TS1VB,3147,4.0
A1TN1IUQKMWH5H,3147,5.0
A4O4JDKVHC27R,3147,4.0
A1AYW7UCN65XUI,3147,5.0
A3BVJO91VLGJ4Q,3147,5.0
A1JEDVM56BKOJC,3147,5.0
A2FK6MWLP0L4GE,3147,2.0
AHZO5Z8TMLL4P,3147,5.0
A2GNRNLH8OOIBA,3147,5.0
A15QHJH0PD2WRY,3147,5.0
A3JUZHJN5OEZEQ,3147,4.0
A2SETKBOW2C03Q,3147,2.0
A30B3BASG7368S,3147,5.0
A2M0I6MFQ38UYW,3147,3.0
A2YSQD5M53DQJD,3147,4.0
A28UOGAHKSLU79,3147,1.0
ACWHDN3PUQWYB,3147,5.0
A1HHT9BPQQ2OWT,3147,3.0
A2LT0T6RGH99H1,3147,5.0
A2VNC8W0ZSCB5,3147,1.0
A28HLLGK7J2J9I,3147,2.0
A2L7YZHABF21B0,3147,2.0
A2XY1CTKQY7IBY,3147,2.0
A1OT8FZST1YNXR,3147,5.0
A157S7Z79YZP0O,3147,3.0
A12MY6KQCXR2IJ,3147,2.0
ABTVS8D0F1MKR,3147,1.0
ARDEMYXLIF1S6,3147,5.0
A5GVGJZZMD16Y,3147,5.0
AKFT6VPRKI5XS,3147,4.0
A3C42TSMU3KORG,3147,1.0
A13EWWCHGDOWXX,3147,3.0
A2OL7T0ZTGL39G,3147,1.0
ALM2X0LEPVH20,3147,5.0
A2WSAAFL1HW3L9,3147,1.0
A23TV40DNBCV13,3147,3.0
A1A5XWT0WI06YH,3147,5.0
A28ADC2A1TOAH3,3147,5.0
A2I6W1271EUF9F,3147,3.0
A1BXGFAH72I94K,3147,2.0
A2NBZMWUDOVFH2,3147,3.0
AGZ5OOZVDO194,3147,5.0
AZ1L8P41GB0YM,3147,5.0
A7TL6SOP4CFTH,3147,5.0
A22DBLQX7G11K0,3147,5.0
A2BKEEY3HEA4KH,3147,3.0
A2UZXNOXRZ8N6W,3147,5.0
AHR3M479H12ZF,3147,4.0
A3B2ZK8DP6FTOS,3147,5.0
A3TPMPW75V1A58,3147,3.0
A3FGQ5GORNJ67K,3147,5.0
A3V4VS2PDZXU0F,3147,5.0
A1041591TFCQIO5CE40B,3147,4.0
A30F26OPEHTO13,3147,5.0
A2LZK8R5HOJB9X,3147,3.0
AXCDE85OR8WWS,3147,4.0
A14KMTUIRG51TH,3147,4.0
AYLZ3T6V5RU44,3147,4.0
A38G57G6Q0S2I8,3147,5.0
A1J2AI2OYS0JUB,3147,1.0
A1DQK0SBU8KEGG,3147,2.0
A2TMIVX05XXD02,3147,4.0
A1OA9DI3EGSTUY,3147,4.0
A1XHYRSYPY6D9B,3147,5.0
A165QRM1K8SN91,3147,5.0
AEWSX3QFXQZRJ,3147,5.0
A362QQUVFQYS7F,3147,3.0
APRM9DFOTGY4R,3147,5.0
A37CXKNTNVHO0Q,3147,5.0
A188LYVX7VEW2R,3147,3.0
A3UMB3OPTHFF6P,3147,2.0
A3J6910FHH1LCW,3147,5.0
A2OJTBZAG3INE9,3147,5.0
A1Z3KDF4ENT8GU,3147,5.0
A43QMM4BDJRCK,3147,4.0
A3H6378P9J272H,3147,4.0
AJ6ME9GVZDKOO,3147,5.0
A165Q2MJKAUV0Y,3147,1.0
A2NIQEJJV6E41C,3147,1.0
A3J4VNATSKQK29,3147,5.0
A12GRDCM7KBFLA,3147,4.0
A3UTXEE3R3LCPN,3147,5.0
A245G5ZZW12IR6,3147,2.0
A2V5FYKN7QO7F4,3147,4.0
A3CAPN090QJ1Q6,3147,4.0
A3MQVCVK049DYZ,3147,3.0
A1MWYCCN52ERJI,3147,3.0
A3DGSJ6Y640RG0,3147,4.0
A9T4ECTTCG6SS,3147,2.0
A1C7SGS1KUVX1N,3147,3.0
A13M7GIGSPKKBT,3147,3.0
AC5Q0OVK7XEM4,3147,5.0
A1VDECOKIA9QR6,3147,5.0
A1TPJU5KVQ2X3U,3147,5.0
A1PEJBIKINT02B,3147,5.0
A15VFUHBCJG2RR,3147,3.0
A30YRDNST2XH6N,3147,5.0
A2I128SW2PRHAB,3147,4.0
A17NCKL83NBCO1,3147,4.0
A3NPZ2WY182X7O,3147,3.0
A1UV0PO0X6V3S2,3147,3.0
A2HQK23URR241,3147,4.0
APQB3DAE99I2E,3147,5.0
A90UDISFL7B1A,3147,4.0
A3HNNEFBDTCYEC,3147,5.0
A2S89H33H1KQI6,3147,1.0
A4YC3OR66WYPV,3147,5.0
AFE8EVWAF112G,3147,4.0
AZ32M04A2A4XO,3147,1.0
AS15X4ZN56ZWY,3147,1.0
A1GB80H8YQVJ6N,3147,4.0
A1JONC2DCQ4EL2,3147,3.0
A29R1IXITEHQMK,3147,5.0
A1KFLWBATTOWDL,3147,5.0
A15N1YCEZ5PV9I,3147,4.0
A1CRB6L30MX20Y,3147,5.0
ABA4VPHJQ8LP1,3147,4.0
A39UOUTV6KO1RL,3147,5.0
A22W2HTYL4VJ7O,3147,4.0
A2MD46FNKS4EHZ,3147,5.0
A3EX6P6XEKL4IM,3147,4.0
A486Y353S5LOI,3147,5.0
A1BUDJ18JHDQ7K,3147,5.0
A3G2PNB1ZQV6IR,3147,2.0
A212R5FS8D3OMZ,3147,4.0
A3Q30ZLF1UDGQU,3147,2.0
A20Y91GXEYO3MD,3147,5.0
