asin_id,user_id,date
49451,2966,2021-06-18
47027,5434,2021-06-01
65806,2199,2021-06-05
34735,6307,2021-06-16
17378,9475,2021-06-04
24937,1876,2021-06-06
74945,2312,2021-06-12
72878,522,2021-06-11
58560,8241,2021-06-07
36295,6089,2021-06-03
85168,5394,2021-06-07
28200,5085,2021-06-07
45798,2497,2021-06-13
47515,9311,2021-06-17
27042,3364,2021-06-17
27073,1916,2021-06-11
83216,5014,2021-06-19
31360,1409,2021-06-17
14346,6454,2021-06-16
21331,4764,2021-06-07
86533,9430,2021-06-01
44112,657,2021-06-05
19470,2530,2021-06-18
68664,9760,2021-06-11
37956,7195,2021-06-01
77233,594,2021-06-06
83120,7751,2021-06-13
26381,6099,2021-06-10
88844,4424,2021-06-11
52008,6067,2021-06-09
18264,3946,2021-06-02
12027,6154,2021-06-07
85733,479,2021-06-20
7833,1249,2021-06-08
1605,1569,2021-06-02
32900,626,2021-06-09
38270,9267,2021-06-14
39604,4845,2021-06-12
8999,9113,2021-06-05
15490,5241,2021-06-17
63719,8699,2021-06-06
10679,3958,2021-06-14
17539,1929,2021-06-14
18230,1928,2021-06-03
14286,7833,2021-06-17
22063,6286,2021-06-04
645,5596,2021-06-17
51386,3084,2021-06-03
53236,8425,2021-06-08
77850,8544,2021-06-11
39268,3835,2021-06-01
12566,608,2021-06-10
18530,3618,2021-06-10
10521,327,2021-06-06
16754,3713,2021-06-17
78756,4485,2021-06-16
77810,9892,2021-06-08
38154,8709,2021-06-05
40038,2105,2021-06-17
45749,5879,2021-06-19
87291,8146,2021-06-08
21702,2831,2021-06-02
47473,3886,2021-06-01
11419,7150,2021-06-13
57120,645,2021-06-03
89593,5708,2021-06-02
42403,1750,2021-06-01
64750,3568,2021-06-11
22965,5442,2021-06-03
16555,2301,2021-06-03
31705,1751,2021-06-08
8649,4486,2021-06-14
23420,7088,2021-06-19
6431,5234,2021-06-14
42611,6290,2021-06-02
3790,8167,2021-06-15
34844,4771,2021-06-07
44919,7260,2021-06-06
19313,3103,2021-06-20
43625,3198,2021-06-18
54928,6089,2021-06-18
44561,1715,2021-06-14
58652,6950,2021-06-06
7712,3962,2021-06-10
32130,4014,2021-06-19
72513,6976,2021-06-20
84116,8309,2021-06-16
59026,2687,2021-06-05
24997,2935,2021-06-07
18704,1876,2021-06-10
6657,9078,2021-06-17
45900,1049,2021-06-01
12067,5886,2021-06-18
11501,1188,2021-06-19
61021,3574,2021-06-17
81443,5421,2021-06-02
11015,3166,2021-06-20
60458,6188,2021-06-10
22382,6523,2021-06-03
28895,6814,2021-06-01
77437,857,2021-06-14
70158,1833,2021-06-16
80792,9190,2021-06-05
85475,1437,2021-06-14
26672,2988,2021-06-03
53270,2180,2021-06-09
28127,7125,2021-06-15
76102,6691,2021-06-15
43459,1771,2021-06-18
71785,3244,2021-06-07
3926,5106,2021-06-20
80034,5236,2021-06-16
66558,5272,2021-06-12
58506,5239,2021-06-17
84342,6905,2021-06-04
61301,2294,2021-06-15
9111,481,2021-06-09
27472,3076,2021-06-14
6078,8144,2021-06-01
72514,2976,2021-06-15
70757,9190,2021-06-01
17419,5197,2021-06-06
4759,838,2021-06-03
33274,7520,2021-06-07
46417,4288,2021-06-18
87526,5078,2021-06-07
40153,2971,2021-06-06
48145,9675,2021-06-07
83691,4409,2021-06-19
41463,5906,2021-06-17
13989,6767,2021-06-18
20680,4118,2021-06-12
69290,8068,2021-06-02
86222,3516,2021-06-01
89544,3931,2021-06-05
48138,1808,2021-06-13
41264,3182,2021-06-07
53348,5746,2021-06-01
23833,1808,2021-06-02
51651,280,2021-06-02
74205,2498,2021-06-14
83904,6892,2021-06-04
5283,7092,2021-06-19
71390,2038,2021-06-12
28998,8868,2021-06-02
30646,8729,2021-06-12
25569,6726,2021-06-04
73337,4250,2021-06-11
26553,167,2021-06-17
46782,6179,2021-06-14
42177,3138,2021-06-11
2856,9194,2021-06-09
60452,250,2021-06-12
27142,8296,2021-06-03
67932,3924,2021-06-14
45072,5044,2021-06-05
84493,6911,2021-06-20
10117,6308,2021-06-19
45249,8735,2021-06-14
49918,9068,2021-06-18
5583,1717,2021-06-05
70048,3457,2021-06-03
61505,4602,2021-06-07
34080,1400,2021-06-04
43052,8179,2021-06-02
87346,8936,2021-06-09
18393,3554,2021-06-11
37373,4323,2021-06-07
24330,4796,2021-06-15
73596,4599,2021-06-13
6690,3575,2021-06-09
57243,5520,2021-06-15
27910,1538,2021-06-05
74749,1712,2021-06-12
45817,6744,2021-06-02
10038,6486,2021-06-15
64755,3097,2021-06-05
30191,3999,2021-06-20
47426,2286,2021-06-09
87733,3207,2021-06-14
29054,8253,2021-06-01
8406,7437,2021-06-01
77565,987,2021-06-10
31807,6018,2021-06-04
58738,1,2021-06-05
20971,9100,2021-06-01
19430,9965,2021-06-01
25426,4755,2021-06-18
26173,3251,2021-06-14
7734,5638,2021-06-14
64256,3426,2021-06-11
58651,6846,2021-06-11
37429,4732,2021-06-11
33431,9506,2021-06-11
7949,139,2021-06-18
61873,1459,2021-06-08
60491,4537,2021-06-14
41596,3733,2021-06-13
82947,2975,2021-06-09
71911,5796,2021-06-20
32321,2143,2021-06-13
278,8353,2021-06-07
60462,1723,2021-06-04
40963,5299,2021-06-07
5837,2945,2021-06-01
60790,6447,2021-06-12
5449,9122,2021-06-15
15788,6692,2021-06-02
88993,1601,2021-06-02
12346,849,2021-06-12
77663,7625,2021-06-11
65464,4136,2021-06-09
84947,9874,2021-06-01
38316,9684,2021-06-08
19628,5909,2021-06-15
81461,2465,2021-06-08
23783,3493,2021-06-13
2318,2068,2021-06-20
43365,9511,2021-06-11
68395,9533,2021-06-12
67192,4430,2021-06-04
60828,460,2021-06-08
2223,8277,2021-06-03
56013,6303,2021-06-15
78919,8571,2021-06-14
18307,2881,2021-06-17
58456,4753,2021-06-09
80865,2798,2021-06-03
87320,3710,2021-06-01
38735,9249,2021-06-13
55181,461,2021-06-09
51224,146,2021-06-06
54642,1052,2021-06-15
15732,1264,2021-06-02
68635,2263,2021-06-09
52305,9077,2021-06-17
8256,7561,2021-06-05
40454,9174,2021-06-04
81055,7911,2021-06-19
2794,9122,2021-06-05
19430,7535,2021-06-04
11541,5501,2021-06-12
31689,9800,2021-06-06
78043,855,2021-06-20
12509,2509,2021-06-05
78013,7137,2021-06-01
22634,2914,2021-06-16
41419,1075,2021-06-12
48227,3197,2021-06-04
61206,4019,2021-06-10
78767,9979,2021-06-07
39934,2111,2021-06-07
85702,2894,2021-06-16
66442,4829,2021-06-12
230,9973,2021-06-07
41326,5423,2021-06-15
59874,1138,2021-06-17
37,1603,2021-06-03
47987,583,2021-06-03
4061,6,2021-06-08
31199,4179,2021-06-16
6200,7861,2021-06-14
15502,6521,2021-06-08
9008,9035,2021-06-16
32143,6186,2021-06-06
13270,8353,2021-06-16
81398,1614,2021-06-09
17286,8152,2021-06-18
60935,1970,2021-06-11
76163,3081,2021-06-03
61771,9529,2021-06-06
53895,6637,2021-06-12
7612,7677,2021-06-20
4020,326,2021-06-13
39044,7177,2021-06-04
89583,4387,2021-06-07
19899,6316,2021-06-08
23808,6514,2021-06-07
88415,9284,2021-06-19
63529,2681,2021-06-14
19264,361,2021-06-10
11963,1214,2021-06-09
78659,1034,2021-06-14
76925,2816,2021-06-14
49984,7293,2021-06-04
39092,1680,2021-06-18
71547,5447,2021-06-13
85139,8223,2021-06-03
2208,1084,2021-06-15
65618,9553,2021-06-18
39786,281,2021-06-20
25702,5636,2021-06-05
40444,3855,2021-06-08
57734,8149,2021-06-08
3077,3573,2021-06-05
29422,9110,2021-06-18
17350,190,2021-06-16
6606,7481,2021-06-19
6677,1864,2021-06-05
44950,9419,2021-06-20
53360,7098,2021-06-10
78083,9369,2021-06-02
59150,6648,2021-06-12
3008,3785,2021-06-15
24942,2122,2021-06-04
80849,9474,2021-06-17
60610,7215,2021-06-09
60852,3817,2021-06-03
68984,679,2021-06-13
36259,8888,2021-06-10
39021,8694,2021-06-09
45375,4587,2021-06-03
29201,9871,2021-06-11
80663,8792,2021-06-07
3571,5970,2021-06-19
19469,4724,2021-06-02
74404,7312,2021-06-16
82822,398,2021-06-09
58274,1495,2021-06-07
36456,2383,2021-06-07
21198,5080,2021-06-02
71023,2964,2021-06-04
61925,6991,2021-06-08
56089,1824,2021-06-15
61614,5004,2021-06-20
71114,2410,2021-06-02
26795,9031,2021-06-02
35256,322,2021-06-12
48398,5900,2021-06-03
55181,9769,2021-06-10
81518,5487,2021-06-03
74027,1629,2021-06-19
20297,6297,2021-06-10
28362,8888,2021-06-01
19276,8339,2021-06-17
77206,8878,2021-06-09
2122,8590,2021-06-01
42112,2308,2021-06-19
89338,5545,2021-06-08
74875,807,2021-06-10
64753,4740,2021-06-18
38006,975,2021-06-05
18287,3526,2021-06-07
76836,4603,2021-06-14
33487,4537,2021-06-01
18943,4457,2021-06-19
32648,1730,2021-06-14
11886,4311,2021-06-06
41813,5656,2021-06-17
71249,2230,2021-06-02
33196,3486,2021-06-01
75793,7916,2021-06-14
20452,3295,2021-06-14
21912,4739,2021-06-07
15184,1872,2021-06-19
89284,6209,2021-06-07
29986,749,2021-06-01
80914,5520,2021-06-15
84888,8777,2021-06-01
53720,1880,2021-06-08
36187,1410,2021-06-10
21766,831,2021-06-08
53921,1811,2021-06-18
73111,5083,2021-06-19
71699,4926,2021-06-13
12835,4847,2021-06-10
5182,7150,2021-06-08
88058,438,2021-06-08
84458,6912,2021-06-18
12872,1389,2021-06-11
68138,2180,2021-06-07
30705,7756,2021-06-03
77513,660,2021-06-12
72919,5415,2021-06-07
45339,1110,2021-06-12
89153,5873,2021-06-18
22602,2290,2021-06-16
21890,5736,2021-06-17
4868,8126,2021-06-01
20482,5731,2021-06-15
11299,8789,2021-06-20
4132,2406,2021-06-12
48517,9464,2021-06-04
54353,4555,2021-06-15
18288,1380,2021-06-11
751,9903,2021-06-17
33476,713,2021-06-01
58045,4277,2021-06-03
56551,385,2021-06-05
47570,8206,2021-06-06
1008,8636,2021-06-09
37189,6472,2021-06-19
16344,1449,2021-06-14
82454,3560,2021-06-05
20093,6868,2021-06-12
19564,21,2021-06-07
56150,1736,2021-06-15
17474,3525,2021-06-09
66431,6556,2021-06-01
13937,5786,2021-06-08
31962,9607,2021-06-11
48136,3280,2021-06-08
4148,940,2021-06-03
52343,1965,2021-06-16
12857,717,2021-06-08
37953,2277,2021-06-16
10770,2550,2021-06-01
3989,2769,2021-06-10
11731,7337,2021-06-02
47876,8053,2021-06-06
27307,2583,2021-06-03
23329,210,2021-06-19
4259,636,2021-06-15
56871,860,2021-06-09
75514,9783,2021-06-17
36130,6025,2021-06-20
47112,7904,2021-06-14
70928,7523,2021-06-02
18837,8647,2021-06-20
42591,3474,2021-06-04
58809,2165,2021-06-08
89162,847,2021-06-08
224,2162,2021-06-16
85829,7062,2021-06-10
12051,3848,2021-06-08
41723,1130,2021-06-07
25382,3321,2021-06-17
89365,4962,2021-06-19
31017,2233,2021-06-18
38320,8226,2021-06-06
22202,2811,2021-06-06
64349,9907,2021-06-13
81133,8840,2021-06-17
38904,4953,2021-06-15
72444,810,2021-06-05
82313,8406,2021-06-12
47030,5985,2021-06-06
39048,4857,2021-06-02
63783,4370,2021-06-09
38549,3788,2021-06-11
44131,4059,2021-06-15
3377,8566,2021-06-08
72534,5848,2021-06-10
85852,4000,2021-06-16
9901,2053,2021-06-03
73066,9115,2021-06-14
55371,5724,2021-06-12
11070,9930,2021-06-20
42264,2523,2021-06-07
82022,7096,2021-06-02
60648,6779,2021-06-02
34341,8135,2021-06-02
8182,5994,2021-06-06
84900,1028,2021-06-13
32301,8072,2021-06-16
36999,3382,2021-06-05
17751,3653,2021-06-04
32243,1793,2021-06-04
50754,8584,2021-06-09
9959,8003,2021-06-09
29885,5150,2021-06-16
42442,6047,2021-06-05
36646,8549,2021-06-02
8334,8101,2021-06-15
48756,984,2021-06-13
7461,9885,2021-06-17
58755,2333,2021-06-08
30056,6087,2021-06-16
12992,3256,2021-06-12
15278,8332,2021-06-07
62458,757,2021-06-06
76276,4569,2021-06-18
78972,7973,2021-06-18
68,2135,2021-06-11
70653,1814,2021-06-18
50680,2474,2021-06-10
82792,8078,2021-06-07
12340,5849,2021-06-20
84318,801,2021-06-09
12494,6432,2021-06-14
1137,1731,2021-06-09
62716,7125,2021-06-08
2744,1348,2021-06-01
71746,6008,2021-06-16
39157,487,2021-06-12
35461,8043,2021-06-04
46979,1219,2021-06-15
67545,9758,2021-06-09
83868,9059,2021-06-10
5074,5916,2021-06-16
37763,5594,2021-06-01
24621,2839,2021-06-09
58232,7543,2021-06-15
70544,6138,2021-06-13
77295,6729,2021-06-10
48366,619,2021-06-10
58839,4254,2021-06-06
82104,7969,2021-06-15
49719,4674,2021-06-17
12641,3744,2021-06-12
16776,9291,2021-06-06
24986,3032,2021-06-19
63764,7878,2021-06-12
42937,688,2021-06-16
38906,2812,2021-06-15
392,3283,2021-06-20
1597,2147,2021-06-09
62077,2,2021-06-02
69179,4575,2021-06-14
58491,7086,2021-06-03
45522,3713,2021-06-02
17679,6172,2021-06-08
18077,9306,2021-06-07
67259,9949,2021-06-05
9291,8654,2021-06-05
53965,3531,2021-06-01
27745,7240,2021-06-13
3211,9586,2021-06-12
71912,3305,2021-06-19
20557,8769,2021-06-04
81111,6941,2021-06-14
57633,4919,2021-06-19
25011,185,2021-06-16
36072,8970,2021-06-11
74801,7312,2021-06-14
74423,374,2021-06-10
75119,7271,2021-06-18
8297,1943,2021-06-15
82683,2860,2021-06-11
78423,701,2021-06-16
75377,1735,2021-06-04
81706,2356,2021-06-14
23401,3589,2021-06-03
46031,2852,2021-06-15
44010,2682,2021-06-02
87765,294,2021-06-18
7941,4650,2021-06-11
47437,9597,2021-06-19
393,4453,2021-06-07
69308,6705,2021-06-15
26846,2633,2021-06-10
23798,7547,2021-06-15
67922,9423,2021-06-18
21435,1237,2021-06-03
88597,4403,2021-06-12
48804,4327,2021-06-06
29040,7777,2021-06-09
72103,1254,2021-06-01
74798,9251,2021-06-05
79740,8599,2021-06-03
43949,7782,2021-06-14
50455,3855,2021-06-04
27235,6927,2021-06-14
16235,2235,2021-06-08
5556,1129,2021-06-05
27682,7833,2021-06-11
14522,4627,2021-06-11
65738,3505,2021-06-05
71193,8831,2021-06-02
41040,6532,2021-06-18
56038,5258,2021-06-02
70569,2149,2021-06-06
5808,2511,2021-06-01
2434,7536,2021-06-07
66787,9515,2021-06-05
40445,8673,2021-06-02
57315,324,2021-06-19
42864,7851,2021-06-02
19177,9521,2021-06-04
22872,9373,2021-06-13
82371,2468,2021-06-14
43524,3755,2021-06-12
77561,7053,2021-06-16
55000,7160,2021-06-05
3161,8750,2021-06-14
53323,9081,2021-06-06
6631,6979,2021-06-18
66612,8677,2021-06-19
60535,7234,2021-06-02
6001,4089,2021-06-01
35626,4325,2021-06-17
63704,960,2021-06-19
19287,8365,2021-06-13
1561,1102,2021-06-15
957,7959,2021-06-20
2091,834,2021-06-14
32069,1515,2021-06-19
4209,5934,2021-06-14
8538,9893,2021-06-07
4126,9342,2021-06-09
13495,8678,2021-06-13
58880,6164,2021-06-12
59841,9985,2021-06-11
17461,2241,2021-06-07
3113,7447,2021-06-15
60517,7995,2021-06-16
22410,3962,2021-06-08
85391,7512,2021-06-14
18871,7997,2021-06-14
62102,4437,2021-06-19
62326,7906,2021-06-15
57571,636,2021-06-01
70678,4643,2021-06-07
183,143,2021-06-19
23354,6449,2021-06-19
68467,9795,2021-06-01
75307,7107,2021-06-01
35314,823,2021-06-13
64435,5074,2021-06-04
31648,2898,2021-06-07
74825,499,2021-06-03
87069,4397,2021-06-03
23255,5046,2021-06-03
80901,5409,2021-06-18
10997,4685,2021-06-20
46718,8246,2021-06-12
60009,5477,2021-06-14
75326,1800,2021-06-14
29378,5393,2021-06-12
11069,4665,2021-06-08
25065,4491,2021-06-07
22471,767,2021-06-08
42009,6940,2021-06-03
29397,4591,2021-06-19
39674,7582,2021-06-11
36469,7670,2021-06-03
28985,6034,2021-06-20
71154,3578,2021-06-20
69777,4275,2021-06-11
16212,1334,2021-06-20
36729,9870,2021-06-04
11266,677,2021-06-02
61670,1888,2021-06-10
77910,1958,2021-06-11
16637,2273,2021-06-06
39737,9720,2021-06-06
69744,4704,2021-06-08
71223,9531,2021-06-02
59773,6786,2021-06-12
29359,9093,2021-06-19
13730,6003,2021-06-17
1249,5169,2021-06-05
81306,9208,2021-06-01
1302,475,2021-06-02
12289,737,2021-06-08
31032,622,2021-06-12
65697,1839,2021-06-05
4179,4476,2021-06-07
32435,285,2021-06-01
49400,3269,2021-06-06
29816,6032,2021-06-19
61835,5804,2021-06-04
13070,3649,2021-06-05
60565,1519,2021-06-17
46933,2108,2021-06-12
72829,8532,2021-06-12
75469,8804,2021-06-19
7281,5088,2021-06-17
88662,9317,2021-06-02
57064,9062,2021-06-04
38251,5382,2021-06-08
30382,4036,2021-06-02
69750,2201,2021-06-03
19240,745,2021-06-20
47875,3194,2021-06-17
28518,3904,2021-06-11
75723,5282,2021-06-04
75417,5462,2021-06-19
17188,2512,2021-06-18
86967,9940,2021-06-02
3099,4619,2021-06-14
47650,539,2021-06-08
33878,5902,2021-06-12
7860,7201,2021-06-11
58431,283,2021-06-19
64061,7698,2021-06-17
82234,8352,2021-06-09
32865,6534,2021-06-09
4656,999,2021-06-10
16857,8646,2021-06-07
39400,7227,2021-06-01
85240,8189,2021-06-04
66109,3760,2021-06-06
70360,7456,2021-06-13
87163,2252,2021-06-06
41839,7055,2021-06-15
68506,5837,2021-06-04
19522,9229,2021-06-08
25496,7848,2021-06-07
32896,7189,2021-06-20
18797,7685,2021-06-12
28445,1500,2021-06-12
59549,2257,2021-06-03
66316,3852,2021-06-19
40291,5540,2021-06-17
42521,896,2021-06-11
27596,5134,2021-06-11
63025,1014,2021-06-15
45011,4445,2021-06-14
73815,7433,2021-06-17
23571,312,2021-06-20
48043,1720,2021-06-12
63746,417,2021-06-10
52131,3605,2021-06-11
48866,2374,2021-06-13
80079,2445,2021-06-13
45384,6865,2021-06-01
16626,8157,2021-06-17
6995,2506,2021-06-14
88548,7438,2021-06-07
36925,2758,2021-06-08
51508,405,2021-06-04
36678,5317,2021-06-18
4167,1367,2021-06-05
23142,116,2021-06-06
34391,2691,2021-06-14
69035,8237,2021-06-05
49819,7829,2021-06-02
57541,5474,2021-06-16
41216,7332,2021-06-03
74117,7297,2021-06-18
83428,407,2021-06-19
15987,6199,2021-06-20
17025,4595,2021-06-12
67880,2531,2021-06-04
34729,3053,2021-06-10
68457,4050,2021-06-13
11795,1996,2021-06-08
45360,2078,2021-06-17
77417,6811,2021-06-09
41391,927,2021-06-16
31105,6597,2021-06-12
11723,2097,2021-06-19
88336,7413,2021-06-06
57790,3316,2021-06-13
5220,3997,2021-06-06
8634,4465,2021-06-06
72355,3250,2021-06-19
39397,8404,2021-06-20
57706,6503,2021-06-09
50516,8586,2021-06-17
9106,8821,2021-06-02
60997,5344,2021-06-14
40800,9767,2021-06-16
12093,1740,2021-06-09
19046,8232,2021-06-09
70660,7665,2021-06-08
88330,4032,2021-06-08
33747,5858,2021-06-05
56654,3717,2021-06-20
48333,915,2021-06-02
25348,4422,2021-06-06
21016,764,2021-06-01
33037,4413,2021-06-07
74192,5112,2021-06-10
75108,1819,2021-06-03
28085,170,2021-06-13
56063,2754,2021-06-15
28136,3060,2021-06-06
74550,7035,2021-06-20
31037,3640,2021-06-07
43958,5275,2021-06-03
7441,5049,2021-06-02
61303,6600,2021-06-15
41722,7554,2021-06-20
37953,3782,2021-06-04
18797,6481,2021-06-16
74915,2969,2021-06-14
68054,202,2021-06-17
49188,8918,2021-06-09
60284,4833,2021-06-07
33149,5896,2021-06-18
86259,1228,2021-06-14
62240,501,2021-06-18
88771,9485,2021-06-16
73183,240,2021-06-03
83543,9727,2021-06-15
31136,9310,2021-06-15
46991,4380,2021-06-13
84720,2080,2021-06-13
33150,6993,2021-06-16
53016,1285,2021-06-19
79177,8670,2021-06-08
68742,1306,2021-06-11
86143,3368,2021-06-20
746,1375,2021-06-20
87206,8898,2021-06-01
4246,8327,2021-06-13
88538,460,2021-06-05
41707,563,2021-06-18
87830,7022,2021-06-19
40752,8123,2021-06-06
4106,5135,2021-06-03
15469,2211,2021-06-11
23758,8933,2021-06-08
6234,2912,2021-06-09
49019,552,2021-06-13
82811,5777,2021-06-02
41376,3408,2021-06-04
60464,393,2021-06-20
5533,1766,2021-06-10
8822,3153,2021-06-03
3518,5555,2021-06-19
54684,2012,2021-06-11
82031,4545,2021-06-03
57914,553,2021-06-01
57692,1920,2021-06-07
87732,5902,2021-06-05
55702,6687,2021-06-04
34680,3240,2021-06-17
48647,6112,2021-06-10
85949,6672,2021-06-18
83218,6023,2021-06-07
50712,3247,2021-06-09
79618,2612,2021-06-14
63297,2961,2021-06-20
29209,6403,2021-06-17
53623,8823,2021-06-11
28932,1089,2021-06-20
28099,5873,2021-06-15
61907,8962,2021-06-19
22567,8831,2021-06-20
15409,3607,2021-06-08
34592,1624,2021-06-11
25918,671,2021-06-13
34535,3778,2021-06-08
12182,7388,2021-06-11
46915,205,2021-06-08
39419,4312,2021-06-17
78964,2314,2021-06-06
88891,502,2021-06-04
88666,5079,2021-06-03
58879,3944,2021-06-02
10174,7257,2021-06-06
21932,7858,2021-06-15
51407,3017,2021-06-02
31167,7600,2021-06-12
51562,6318,2021-06-15
34835,2397,2021-06-08
9796,1392,2021-06-12
37444,4223,2021-06-17
18953,460,2021-06-20
11085,1227,2021-06-19
74437,931,2021-06-16
20205,1520,2021-06-09
64665,7456,2021-06-13
41228,4212,2021-06-17
47734,6036,2021-06-04
55640,8082,2021-06-12
44454,2462,2021-06-13
33857,6696,2021-06-15
53248,1138,2021-06-06
38924,3796,2021-06-11
27182,1264,2021-06-04
50570,2340,2021-06-09
66251,2539,2021-06-14
55553,6956,2021-06-20
13798,3898,2021-06-18
26594,1889,2021-06-20
5687,6172,2021-06-08
5592,6552,2021-06-14
75520,2130,2021-06-15
22393,4548,2021-06-07
71881,9905,2021-06-07
89754,3879,2021-06-02
122,9163,2021-06-01
125,6618,2021-06-20
56964,8238,2021-06-13
22552,2849,2021-06-16
13552,1238,2021-06-16
84298,7931,2021-06-19
81874,3250,2021-06-04
63690,6265,2021-06-10
86350,173,2021-06-02
16107,5259,2021-06-13
19596,6303,2021-06-13
75738,2896,2021-06-02
6615,2885,2021-06-15
44290,1177,2021-06-05
66084,5624,2021-06-02
70702,9233,2021-06-05
66893,956,2021-06-06
40468,5114,2021-06-17
10515,7070,2021-06-16
2144,2214,2021-06-02
41656,7451,2021-06-14
36835,8755,2021-06-20
40511,9303,2021-06-13
89674,8340,2021-06-06
13001,2998,2021-06-01
31607,4655,2021-06-01
22076,2744,2021-06-09
54581,6149,2021-06-09
79830,6195,2021-06-04
2922,511,2021-06-09
22924,1649,2021-06-17
4455,1860,2021-06-09
62098,6984,2021-06-07
69630,8778,2021-06-01
77557,6731,2021-06-12
82963,4488,2021-06-08
30964,7250,2021-06-15
11079,5428,2021-06-10
52516,2727,2021-06-20
83662,5185,2021-06-02
46901,1409,2021-06-03
7150,4016,2021-06-11
65707,2816,2021-06-10
61169,4828,2021-06-19
2250,3112,2021-06-12
87205,6597,2021-06-17
35056,3385,2021-06-04
78007,6291,2021-06-03
74729,6394,2021-06-07
86491,9845,2021-06-05
46726,7098,2021-06-16
86480,4422,2021-06-06
88203,5253,2021-06-10
19820,4928,2021-06-15
27738,4153,2021-06-17
21314,8181,2021-06-09
66645,5885,2021-06-15
40996,574,2021-06-03
79157,9894,2021-06-16
79851,9368,2021-06-18
79917,9735,2021-06-10
41853,2374,2021-06-15
85577,6962,2021-06-02
80294,4672,2021-06-07
77418,658,2021-06-11
22913,1321,2021-06-04
29907,5563,2021-06-16
33642,9461,2021-06-13
54171,4102,2021-06-07
23240,8263,2021-06-16
15063,390,2021-06-11
18469,2662,2021-06-06
47198,9977,2021-06-18
36086,5318,2021-06-07
86548,8624,2021-06-04
80500,4666,2021-06-05
15239,5106,2021-06-02
15241,4258,2021-06-05
11789,2816,2021-06-18
57596,8303,2021-06-14
81506,7569,2021-06-17
58517,1398,2021-06-15
16613,5669,2021-06-20
75770,7191,2021-06-20
38917,9869,2021-06-08
28733,8351,2021-06-20
16876,6269,2021-06-09
59221,890,2021-06-07
