asin_id,user_id,date
58402,517,2021-06-20
43596,8254,2021-06-15
61471,4647,2021-06-11
62249,1445,2021-06-15
3607,4050,2021-06-14
60361,1735,2021-06-17
30877,1613,2021-06-14
12294,2495,2021-06-14
40506,7502,2021-06-19
49249,9379,2021-06-12
83590,8314,2021-06-12
56030,3933,2021-06-13
40984,8696,2021-06-11
57828,1499,2021-06-12
60987,2911,2021-06-18
38160,5516,2021-06-12
48471,8568,2021-06-19
40592,7797,2021-06-11
21435,7680,2021-06-15
42793,7250,2021-06-12
7079,6838,2021-06-11
2024,2825,2021-06-13
27916,865,2021-06-12
28294,6497,2021-06-19
70857,1833,2021-06-18
60617,1090,2021-06-19
51335,8145,2021-06-17
72844,5062,2021-06-14
14952,2424,2021-06-14
58260,7360,2021-06-14
35708,241,2021-06-15
37164,2413,2021-06-19
44239,6905,2021-06-17
28853,4248,2021-06-13
43314,2710,2021-06-10
67143,23,2021-06-11
38802,3967,2021-06-14
10862,7364,2021-06-13
74263,7873,2021-06-13
18240,6233,2021-06-19
3817,710,2021-06-17
45336,2586,2021-06-20
41102,468,2021-06-16
20084,6211,2021-06-12
77716,7180,2021-06-17
2486,5598,2021-06-14
66230,3849,2021-06-12
26678,6839,2021-06-17
2231,5535,2021-06-10
70001,7795,2021-06-11
17216,5140,2021-06-12
85424,6079,2021-06-13
72615,4970,2021-06-10
25463,4076,2021-06-16
50528,9975,2021-06-20
48804,3258,2021-06-15
3225,311,2021-06-18
30723,3496,2021-06-15
9722,120,2021-06-13
64421,8727,2021-06-15
13279,8776,2021-06-13
12376,4312,2021-06-10
55070,9609,2021-06-16
86505,6545,2021-06-18
57043,5454,2021-06-20
83247,2355,2021-06-14
67740,7490,2021-06-12
32138,8518,2021-06-16
1750,6320,2021-06-20
39753,6558,2021-06-14
85181,5034,2021-06-11
40453,5958,2021-06-12
84542,1924,2021-06-18
79636,9101,2021-06-15
83618,2191,2021-06-10
76255,4948,2021-06-13
15461,6282,2021-06-15
35190,9232,2021-06-15
47535,4270,2021-06-18
69422,456,2021-06-17
70393,7133,2021-06-13
67859,4291,2021-06-14
73237,6599,2021-06-13
8051,1717,2021-06-14
85983,9564,2021-06-10
3355,9825,2021-06-18
74497,9995,2021-06-15
19787,7917,2021-06-12
43749,8588,2021-06-13
54828,384,2021-06-19
77032,3673,2021-06-15
73557,3069,2021-06-14
56746,7904,2021-06-20
43348,5582,2021-06-18
6286,1538,2021-06-20
83302,3151,2021-06-13
57851,487,2021-06-18
32211,7542,2021-06-12
3677,6652,2021-06-19
56132,9803,2021-06-15
75459,3036,2021-06-10
13384,1709,2021-06-17
55274,4383,2021-06-18
22739,369,2021-06-13
63902,4904,2021-06-20
59823,444,2021-06-19
41522,9473,2021-06-12
68742,5461,2021-06-10
41637,4451,2021-06-10
10918,9599,2021-06-12
86616,5620,2021-06-10
5348,8010,2021-06-17
81127,8947,2021-06-11
29505,2271,2021-06-20
49527,2511,2021-06-13
45592,3215,2021-06-17
25230,8385,2021-06-11
33386,2699,2021-06-16
44967,8429,2021-06-17
27986,6891,2021-06-13
49010,5709,2021-06-13
69587,5007,2021-06-12
31394,3195,2021-06-13
4921,7198,2021-06-10
45324,6918,2021-06-18
38235,7576,2021-06-19
80985,9636,2021-06-10
630,7404,2021-06-18
53515,5537,2021-06-11
76006,9414,2021-06-12
32595,6603,2021-06-18
70478,8930,2021-06-18
72859,4720,2021-06-18
2653,6249,2021-06-17
38386,5128,2021-06-13
2710,3195,2021-06-10
20944,3549,2021-06-10
35576,8103,2021-06-11
12533,1637,2021-06-11
84049,4962,2021-06-19
80914,9403,2021-06-10
13561,8314,2021-06-10
82033,9990,2021-06-15
30415,9765,2021-06-10
81324,7422,2021-06-15
80136,5133,2021-06-11
7787,9893,2021-06-11
67334,9795,2021-06-16
81230,3933,2021-06-16
27717,4863,2021-06-19
38488,1832,2021-06-10
51771,5604,2021-06-16
87507,48,2021-06-15
8527,1244,2021-06-18
63784,8003,2021-06-12
22120,4194,2021-06-12
18451,1381,2021-06-15
68340,8021,2021-06-11
2810,9492,2021-06-12
6026,931,2021-06-10
88365,2047,2021-06-15
48726,3536,2021-06-16
35938,7991,2021-06-18
27899,7934,2021-06-19
8096,3726,2021-06-15
68735,3183,2021-06-14
71218,6183,2021-06-16
40735,6267,2021-06-13
52623,641,2021-06-10
7381,5400,2021-06-17
22083,7668,2021-06-19
39807,4548,2021-06-15
52648,1023,2021-06-11
63406,6657,2021-06-16
85079,9183,2021-06-17
67594,8801,2021-06-14
57367,9468,2021-06-15
37116,5446,2021-06-18
11514,280,2021-06-15
21790,1040,2021-06-12
45216,6883,2021-06-15
69997,5863,2021-06-16
52851,7238,2021-06-14
73678,6261,2021-06-12
78334,3995,2021-06-12
40759,1830,2021-06-17
52405,6341,2021-06-15
44653,3876,2021-06-20
20625,7632,2021-06-19
62790,7911,2021-06-12
63992,5851,2021-06-18
12940,7477,2021-06-14
12592,2848,2021-06-12
61521,9378,2021-06-13
18877,1280,2021-06-16
88878,2050,2021-06-13
61669,3868,2021-06-13
87119,3456,2021-06-17
7027,7,2021-06-16
15586,6606,2021-06-12
3602,7521,2021-06-13
63694,3663,2021-06-14
12803,3664,2021-06-18
70661,4137,2021-06-11
75048,7533,2021-06-14
54553,1060,2021-06-18
9524,3766,2021-06-12
1636,9096,2021-06-20
77273,7146,2021-06-12
68343,3566,2021-06-14
51042,8515,2021-06-16
74333,4571,2021-06-11
12100,2990,2021-06-16
22951,6547,2021-06-11
75668,477,2021-06-20
69436,8720,2021-06-10
60991,4130,2021-06-19
4763,7833,2021-06-13
3093,9731,2021-06-10
67931,1968,2021-06-14
12076,3368,2021-06-14
30092,9014,2021-06-20
57678,1984,2021-06-18
58987,8605,2021-06-14
82378,9514,2021-06-14
16655,4265,2021-06-10
40358,1299,2021-06-10
57815,6754,2021-06-10
4756,4475,2021-06-11
48666,6159,2021-06-16
65794,5066,2021-06-10
41575,7012,2021-06-12
70233,1719,2021-06-12
38339,3052,2021-06-12
44451,8756,2021-06-14
52035,5969,2021-06-14
39709,1177,2021-06-17
87962,1117,2021-06-14
11479,5312,2021-06-12
57524,2300,2021-06-20
26241,1553,2021-06-19
14483,5450,2021-06-20
12986,2546,2021-06-13
88956,1257,2021-06-19
55571,7865,2021-06-11
25992,8917,2021-06-19
73554,9316,2021-06-16
65597,7649,2021-06-11
36190,3447,2021-06-16
76935,9963,2021-06-14
21533,4605,2021-06-15
2588,2236,2021-06-18
45913,7016,2021-06-16
54396,9681,2021-06-14
58688,8900,2021-06-10
51116,867,2021-06-14
66336,5049,2021-06-16
15460,6944,2021-06-16
30004,2952,2021-06-19
86738,5160,2021-06-14
5812,9215,2021-06-12
59861,9712,2021-06-19
34518,9919,2021-06-13
47252,7402,2021-06-20
63661,1017,2021-06-18
73988,4085,2021-06-19
85021,2524,2021-06-12
35061,4226,2021-06-13
24822,7201,2021-06-20
46470,6609,2021-06-17
6103,2526,2021-06-17
87185,4160,2021-06-12
36149,4483,2021-06-19
9968,4706,2021-06-12
66051,4201,2021-06-20
25094,2265,2021-06-18
83901,1414,2021-06-12
66486,679,2021-06-17
39600,5916,2021-06-11
37820,963,2021-06-13
76905,4011,2021-06-14
15684,7082,2021-06-12
37964,664,2021-06-20
20439,8189,2021-06-12
12295,531,2021-06-10
51550,3375,2021-06-18
32056,4996,2021-06-17
1970,2883,2021-06-19
17647,1978,2021-06-10
30930,8559,2021-06-17
2889,3731,2021-06-13
36718,1760,2021-06-20
58252,3357,2021-06-17
71199,5055,2021-06-15
2901,5307,2021-06-16
25492,8967,2021-06-15
2273,3130,2021-06-10
51557,3658,2021-06-12
42437,4613,2021-06-19
5558,529,2021-06-13
43803,2966,2021-06-18
26824,4252,2021-06-11
33762,8053,2021-06-19
67152,3667,2021-06-20
55063,9966,2021-06-17
36997,7159,2021-06-12
31109,5562,2021-06-16
50107,6931,2021-06-20
87254,3647,2021-06-19
29532,118,2021-06-11
778,3227,2021-06-12
77873,7548,2021-06-16
41382,1881,2021-06-14
55496,3217,2021-06-11
5626,3725,2021-06-15
79497,3634,2021-06-10
79176,8015,2021-06-11
45329,1724,2021-06-12
10737,4976,2021-06-19
49099,5549,2021-06-14
30055,1692,2021-06-12
86601,9507,2021-06-10
58928,9179,2021-06-18
50868,1596,2021-06-20
45089,8986,2021-06-15
2397,5768,2021-06-19
44336,3226,2021-06-15
71294,5225,2021-06-18
55792,4758,2021-06-10
39814,4071,2021-06-15
87012,5439,2021-06-15
67010,9268,2021-06-15
49258,1049,2021-06-17
38577,9091,2021-06-13
80681,1486,2021-06-19
22134,5578,2021-06-17
46061,667,2021-06-20
50391,6556,2021-06-11
79377,8175,2021-06-20
16233,4136,2021-06-13
16525,6458,2021-06-19
53313,2358,2021-06-17
22200,3887,2021-06-11
26859,5649,2021-06-19
51865,9834,2021-06-15
72930,1981,2021-06-15
38987,8544,2021-06-10
46058,7172,2021-06-15
81024,4985,2021-06-12
33599,797,2021-06-18
56118,3193,2021-06-16
65984,5564,2021-06-16
9264,3730,2021-06-13
12246,5566,2021-06-12
2659,5693,2021-06-11
53198,2539,2021-06-11
25402,2601,2021-06-15
77681,445,2021-06-17
50251,9283,2021-06-10
48321,118,2021-06-12
60873,8087,2021-06-16
49603,4192,2021-06-16
18152,7226,2021-06-11
38111,8249,2021-06-10
37000,6853,2021-06-16
70481,7195,2021-06-15
50132,2295,2021-06-13
34949,9398,2021-06-16
13425,4089,2021-06-14
31974,7910,2021-06-16
87792,8737,2021-06-13
67073,5804,2021-06-18
16430,7541,2021-06-16
14339,6955,2021-06-19
4899,4309,2021-06-14
36290,5494,2021-06-10
12972,5117,2021-06-18
62002,3254,2021-06-17
36800,911,2021-06-16
34655,9495,2021-06-13
19257,2835,2021-06-13
13936,6070,2021-06-14
20228,6447,2021-06-13
52503,9041,2021-06-20
34172,8412,2021-06-15
64184,7907,2021-06-11
85365,2192,2021-06-13
8768,9714,2021-06-17
69154,1081,2021-06-20
57371,607,2021-06-14
53746,5979,2021-06-16
66412,1256,2021-06-18
11723,69,2021-06-12
43236,3847,2021-06-17
49898,9139,2021-06-18
1491,7762,2021-06-11
50654,8832,2021-06-11
54772,8047,2021-06-13
29598,2546,2021-06-12
50600,7776,2021-06-18
38670,5975,2021-06-16
29792,8865,2021-06-17
25227,6012,2021-06-11
78617,8266,2021-06-15
16617,9944,2021-06-18
17822,7963,2021-06-12
11099,6772,2021-06-15
23343,2526,2021-06-16
60181,7682,2021-06-11
24546,9647,2021-06-10
49312,9779,2021-06-11
22802,6856,2021-06-14
34684,878,2021-06-16
18436,6930,2021-06-16
465,936,2021-06-19
42257,1162,2021-06-19
51135,6973,2021-06-15
60007,6457,2021-06-17
70210,9644,2021-06-19
40869,2292,2021-06-14
22308,5973,2021-06-17
85873,75,2021-06-16
78943,7573,2021-06-14
83194,2932,2021-06-16
35554,2217,2021-06-14
52777,4399,2021-06-18
4331,9891,2021-06-18
73392,1408,2021-06-20
68771,6128,2021-06-12
15634,6589,2021-06-20
4806,7602,2021-06-14
41189,4984,2021-06-12
28846,9000,2021-06-20
30687,5411,2021-06-13
88756,5908,2021-06-11
78237,2596,2021-06-11
14665,3470,2021-06-10
55401,9647,2021-06-17
87635,7127,2021-06-17
72418,9354,2021-06-13
59225,3705,2021-06-10
55827,2171,2021-06-19
26393,8058,2021-06-14
9897,4517,2021-06-14
40483,6306,2021-06-11
61912,7766,2021-06-14
48410,4222,2021-06-19
84322,3643,2021-06-10
51823,8375,2021-06-17
43482,1726,2021-06-15
81863,1097,2021-06-11
63249,9376,2021-06-13
2200,6134,2021-06-10
12271,8265,2021-06-15
70489,3209,2021-06-10
78922,1265,2021-06-10
74867,5912,2021-06-18
33718,3717,2021-06-15
78812,5781,2021-06-14
11808,4513,2021-06-10
25545,461,2021-06-20
5179,3023,2021-06-14
9312,8784,2021-06-15
12451,22,2021-06-19
2046,3587,2021-06-17
64889,8981,2021-06-17
43589,5696,2021-06-14
52514,7540,2021-06-11
51201,6268,2021-06-10
70826,4657,2021-06-20
2700,7144,2021-06-10
54266,5660,2021-06-14
46229,5578,2021-06-12
47975,6294,2021-06-11
58130,7347,2021-06-12
54026,7710,2021-06-12
34698,4715,2021-06-15
77807,7201,2021-06-14
13162,6130,2021-06-14
18466,7145,2021-06-15
60319,8865,2021-06-15
54683,2581,2021-06-14
26676,2371,2021-06-15
70553,2208,2021-06-16
31408,3766,2021-06-17
73830,727,2021-06-14
21758,9024,2021-06-18
69923,2961,2021-06-13
80639,8733,2021-06-12
80052,6491,2021-06-15
87305,2229,2021-06-11
36684,3155,2021-06-20
42118,8861,2021-06-13
82110,9989,2021-06-10
23979,8927,2021-06-20
80820,5544,2021-06-11
13116,6349,2021-06-13
8514,2034,2021-06-14
40686,4853,2021-06-18
29943,7289,2021-06-17
21074,4294,2021-06-13
11272,615,2021-06-20
43087,9674,2021-06-10
6017,6985,2021-06-17
81900,4401,2021-06-15
27748,3281,2021-06-10
32983,9251,2021-06-13
58436,1212,2021-06-12
29338,4433,2021-06-10
38438,6436,2021-06-13
68369,5631,2021-06-14
87353,1476,2021-06-12
23951,6971,2021-06-13
67273,8771,2021-06-19
66530,3552,2021-06-12
77033,4343,2021-06-19
1016,4748,2021-06-17
78697,62,2021-06-15
56870,1181,2021-06-20
6808,6819,2021-06-12
88213,1177,2021-06-10
66134,3211,2021-06-10
70491,707,2021-06-19
53469,7056,2021-06-20
13488,5289,2021-06-13
59566,1749,2021-06-19
71516,1517,2021-06-19
78049,3232,2021-06-14
55404,1405,2021-06-13
60044,485,2021-06-11
74741,3057,2021-06-10
12245,2798,2021-06-17
81633,937,2021-06-18
19078,6141,2021-06-15
45796,8745,2021-06-18
33214,7230,2021-06-20
34794,7190,2021-06-13
4949,8942,2021-06-15
60247,7106,2021-06-11
88370,2405,2021-06-13
16108,7620,2021-06-18
76659,9074,2021-06-16
71270,4494,2021-06-12
58674,4881,2021-06-13
78771,5924,2021-06-18
53432,1417,2021-06-19
52270,8967,2021-06-13
24618,4728,2021-06-17
87182,8300,2021-06-18
26537,2886,2021-06-11
44043,6195,2021-06-15
71393,1516,2021-06-11
30646,7313,2021-06-18
83686,7921,2021-06-18
387,6542,2021-06-15
6895,3614,2021-06-13
52072,1545,2021-06-10
17716,30,2021-06-12
70227,1097,2021-06-14
59136,3545,2021-06-17
39922,7449,2021-06-15
88806,5202,2021-06-19
50467,8487,2021-06-11
45018,5566,2021-06-13
46502,8808,2021-06-17
75810,9987,2021-06-13
14069,7808,2021-06-15
2565,5390,2021-06-14
38672,4284,2021-06-12
65438,4662,2021-06-16
39126,7719,2021-06-13
65273,4686,2021-06-12
48331,8046,2021-06-17
3779,749,2021-06-15
13632,6341,2021-06-10
73607,6055,2021-06-16
83424,3005,2021-06-10
37597,4657,2021-06-14
53004,1658,2021-06-17
34128,2078,2021-06-19
82731,3059,2021-06-17
87211,9269,2021-06-12
15932,8144,2021-06-19
55348,3473,2021-06-15
5370,7633,2021-06-16
10746,1531,2021-06-10
50269,507,2021-06-16
5799,3387,2021-06-20
1094,8232,2021-06-17
46315,5405,2021-06-19
24952,3144,2021-06-10
2339,2294,2021-06-14
31680,790,2021-06-14
24410,1488,2021-06-19
42752,9453,2021-06-10
2816,7729,2021-06-11
15189,769,2021-06-18
35946,727,2021-06-18
45430,6302,2021-06-10
1538,344,2021-06-19
27974,4810,2021-06-19
23547,6543,2021-06-13
56172,3116,2021-06-11
60985,278,2021-06-15
11410,7257,2021-06-11
84579,4306,2021-06-12
23630,1951,2021-06-20
86562,8008,2021-06-20
15814,2798,2021-06-18
69607,1286,2021-06-13
46447,4867,2021-06-10
25718,9574,2021-06-10
1429,3382,2021-06-13
82640,5946,2021-06-20
12856,2730,2021-06-20
54505,54,2021-06-16
8202,6695,2021-06-14
31585,92,2021-06-18
31332,3187,2021-06-12
47835,279,2021-06-10
69860,6072,2021-06-19
42877,7980,2021-06-13
15354,72,2021-06-16
78297,6554,2021-06-20
15439,8713,2021-06-20
17914,1402,2021-06-18
19796,8175,2021-06-10
35386,364,2021-06-14
61401,1959,2021-06-19
6878,244,2021-06-19
26360,888,2021-06-15
78154,3576,2021-06-16
29628,5323,2021-06-11
14148,7090,2021-06-10
65843,4700,2021-06-17
63553,3073,2021-06-13
74357,8322,2021-06-17
78463,4673,2021-06-17
36064,6150,2021-06-17
36968,7840,2021-06-12
87890,9518,2021-06-12
21258,5270,2021-06-18
87245,6960,2021-06-11
3450,5493,2021-06-17
45056,9961,2021-06-20
71120,7844,2021-06-15
33521,9808,2021-06-13
80569,907,2021-06-18
25901,533,2021-06-11
46963,5975,2021-06-18
86121,5876,2021-06-11
68582,2353,2021-06-19
65134,4734,2021-06-10
45110,9120,2021-06-11
68116,4202,2021-06-17
46320,7902,2021-06-13
22880,2124,2021-06-13
38695,8490,2021-06-13
64607,8510,2021-06-19
49202,9686,2021-06-18
51988,6458,2021-06-15
29094,3005,2021-06-11
53010,3852,2021-06-11
31541,4097,2021-06-18
69452,7668,2021-06-13
6090,2666,2021-06-10
61314,6252,2021-06-14
65589,4256,2021-06-15
36655,4403,2021-06-20
47617,4115,2021-06-13
67455,1240,2021-06-15
64493,7767,2021-06-17
85411,8326,2021-06-19
32660,8838,2021-06-10
39111,3253,2021-06-16
88514,7990,2021-06-18
50692,993,2021-06-14
53726,1156,2021-06-14
47487,2568,2021-06-20
68220,14,2021-06-11
19332,7248,2021-06-11
67525,1702,2021-06-13
30935,7015,2021-06-14
76282,1286,2021-06-13
42393,8370,2021-06-18
17586,4112,2021-06-16
37819,7940,2021-06-10
45805,6677,2021-06-11
12894,4559,2021-06-15
53195,3269,2021-06-13
31503,7355,2021-06-10
27471,9163,2021-06-16
61243,1836,2021-06-14
69766,5815,2021-06-19
68326,9497,2021-06-15
6807,8309,2021-06-10
17522,4971,2021-06-14
39227,4144,2021-06-17
45168,156,2021-06-11
16041,4924,2021-06-17
19082,6912,2021-06-17
30678,5610,2021-06-10
4306,808,2021-06-17
27205,6530,2021-06-12
5831,7714,2021-06-14
57813,2908,2021-06-14
6183,7821,2021-06-20
78668,1215,2021-06-19
54198,7952,2021-06-12
23799,2978,2021-06-15
24133,4606,2021-06-11
12884,7987,2021-06-13
44923,4204,2021-06-18
6418,762,2021-06-13
74212,8486,2021-06-20
56498,2515,2021-06-19
33879,235,2021-06-20
42319,8056,2021-06-12
49960,6871,2021-06-10
83895,2205,2021-06-16
70222,5883,2021-06-17
49712,6109,2021-06-18
37852,6057,2021-06-15
7029,3758,2021-06-16
22692,9356,2021-06-15
41756,9100,2021-06-12
42251,9175,2021-06-12
88793,6798,2021-06-18
43757,844,2021-06-14
8236,5930,2021-06-17
33601,5054,2021-06-15
63073,8820,2021-06-17
17032,4058,2021-06-13
64207,4757,2021-06-15
42251,8574,2021-06-20
38724,5346,2021-06-13
62128,8920,2021-06-19
27636,1025,2021-06-19
28705,8825,2021-06-14
13482,6387,2021-06-10
71521,577,2021-06-17
62354,2840,2021-06-20
68014,4304,2021-06-10
78670,2447,2021-06-10
26361,3176,2021-06-11
53074,9321,2021-06-19
20101,3559,2021-06-18
79451,1014,2021-06-12
66766,6366,2021-06-16
43240,7457,2021-06-20
70188,7739,2021-06-11
82555,7854,2021-06-13
55047,4415,2021-06-18
79299,1869,2021-06-20
65670,6513,2021-06-10
4432,5276,2021-06-17
23081,4808,2021-06-13
83155,9701,2021-06-17
75815,9526,2021-06-18
14578,6669,2021-06-16
22899,6319,2021-06-14
28262,9249,2021-06-14
1758,303,2021-06-19
68828,6764,2021-06-20
70070,3152,2021-06-15
44896,3271,2021-06-13
4330,1753,2021-06-13
63551,978,2021-06-10
66665,5282,2021-06-20
24787,1240,2021-06-12
23730,3717,2021-06-14
13643,734,2021-06-11
71818,5040,2021-06-18
59941,6835,2021-06-19
36810,95,2021-06-12
70471,8152,2021-06-19
63014,6128,2021-06-18
54183,9883,2021-06-14
40908,2765,2021-06-14
27324,9938,2021-06-18
32803,5602,2021-06-15
53958,6028,2021-06-13
49272,8721,2021-06-15
65153,2297,2021-06-19
13608,9566,2021-06-14
29516,3682,2021-06-15
44592,3609,2021-06-13
30217,3123,2021-06-16
17866,6851,2021-06-16
72444,5205,2021-06-10
21715,3174,2021-06-12
68329,7607,2021-06-10
32177,5045,2021-06-14
60747,5278,2021-06-11
61073,9870,2021-06-18
75032,1910,2021-06-12
4950,4796,2021-06-17
10552,4700,2021-06-14
15667,8960,2021-06-17
86250,1960,2021-06-20
56763,5322,2021-06-19
52030,167,2021-06-12
71776,1519,2021-06-11
77132,5033,2021-06-10
75331,2697,2021-06-14
31074,747,2021-06-20
52959,5844,2021-06-17
74081,5324,2021-06-20
41615,9773,2021-06-16
65062,31,2021-06-17
80887,8910,2021-06-18
46721,9075,2021-06-19
43271,2310,2021-06-15
38388,1337,2021-06-18
72003,2680,2021-06-15
58325,7206,2021-06-18
57202,2643,2021-06-14
37125,7752,2021-06-17
52197,9470,2021-06-13
4632,3526,2021-06-18
85623,7081,2021-06-12
87601,5636,2021-06-12
65970,2857,2021-06-14
41685,6210,2021-06-19
4693,7746,2021-06-19
78568,1077,2021-06-18
15349,2152,2021-06-16
29636,5827,2021-06-15
41701,7056,2021-06-16
31567,8244,2021-06-11
58307,6807,2021-06-17
17509,5677,2021-06-16
40305,4139,2021-06-12
34782,3561,2021-06-11
78019,3706,2021-06-11
77803,1494,2021-06-12
45820,6563,2021-06-13
78676,2355,2021-06-19
81699,4439,2021-06-10
25957,1211,2021-06-12
22690,3426,2021-06-16
301,9103,2021-06-10
381,9467,2021-06-18
74499,4887,2021-06-17
73157,9093,2021-06-17
26341,9484,2021-06-18
32807,5966,2021-06-13
79548,3637,2021-06-16
34358,4100,2021-06-15
28503,6297,2021-06-14
18822,8254,2021-06-12
72754,9033,2021-06-10
51053,4283,2021-06-10
6139,5185,2021-06-18
72556,98,2021-06-15
31018,1405,2021-06-14
79826,6666,2021-06-19
17140,3294,2021-06-16
61023,3250,2021-06-18
20343,7992,2021-06-19
26222,3792,2021-06-18
6182,6762,2021-06-18
20528,970,2021-06-17
34060,7832,2021-06-13
12178,4019,2021-06-16
54775,2969,2021-06-12
21602,3284,2021-06-15
5858,1128,2021-06-17
37076,9143,2021-06-14
64417,4597,2021-06-15
72294,8038,2021-06-15
43090,6977,2021-06-17
73423,6367,2021-06-20
31338,7477,2021-06-13
65626,6384,2021-06-18
32365,888,2021-06-12
65169,9232,2021-06-13
67079,6634,2021-06-18
61403,4730,2021-06-11
5017,444,2021-06-20
19901,7531,2021-06-12
42861,3952,2021-06-13
6935,2579,2021-06-17
44984,6975,2021-06-18
88419,9791,2021-06-17
33575,8782,2021-06-10
18214,4679,2021-06-14
82989,1962,2021-06-19
